quarter,kind,registrant,client,income_trail4_or_firstq,filing_uuid,lda_public_url
2025-Q3,term,AKIN GUMP STRAUSS HAUER & FELD,SOCIETY OF MANUFACTURING ENGINEERS,400000,4c3412c3-fbd8-4038-b513-669950dfba79,https://lda.senate.gov/filings/public/filing/4c3412c3-fbd8-4038-b513-669950dfba79/print/
2025-Q3,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",SUN AFRICA,400000,a6c662ae-2a85-4191-bd1e-e43b36883d60,https://lda.senate.gov/filings/public/filing/a6c662ae-2a85-4191-bd1e-e43b36883d60/print/
2025-Q3,term,BALLARD PARTNERS,"DATA INTEGRITY ADVISORS, LLC",380000,788bb762-b335-4177-977c-120317b0581e,https://lda.senate.gov/filings/public/filing/788bb762-b335-4177-977c-120317b0581e/print/
2025-Q3,term,"ALPINE GROUP PARTNERS, LLC.","ENTEK Technology Holding, LLC",370000,1de509b6-3b1f-480c-8bfb-daa2032929e4,https://lda.senate.gov/filings/public/filing/1de509b6-3b1f-480c-8bfb-daa2032929e4/print/
2025-Q3,term,FORBES-TATE,ZERO HASH,370000,6af34f43-924a-44af-a9c5-ea70b0650568,https://lda.senate.gov/filings/public/filing/6af34f43-924a-44af-a9c5-ea70b0650568/print/
2025-Q3,term,DGA GROUP GOVERNMENT RELATIONS LLC,Small UAV Coalition,360000,23da286f-356b-4ca5-a6f8-64d79287256c,https://lda.senate.gov/filings/public/filing/23da286f-356b-4ca5-a6f8-64d79287256c/print/
2025-Q3,term,BALLARD PARTNERS,"THE INVICTUS COLLECTIVE, LLC",360000,9406fb52-2d51-4320-a517-065734ea245e,https://lda.senate.gov/filings/public/filing/9406fb52-2d51-4320-a517-065734ea245e/print/
2025-Q3,term,"CONTINENTAL STRATEGY, LLC",CDR HEALTH,330000,54c1fbc7-f4c1-40ba-be69-ec0def908197,https://lda.senate.gov/filings/public/filing/54c1fbc7-f4c1-40ba-be69-ec0def908197/print/
2025-Q3,term,"A10 ASSOCIATES, LLC","QUANTUM COMPUTING, INC.",330000,b964360f-363f-4002-abd1-c849dc84fc92,https://lda.senate.gov/filings/public/filing/b964360f-363f-4002-abd1-c849dc84fc92/print/
2025-Q3,term,SQUIRE PATTON BOGGS,STATE STREET STRATEGIES (DBA ONE+ STRATEGIES) OBO VIVEK SHARMA,330000,ea207624-f182-4075-a514-17b740b4ee95,https://lda.senate.gov/filings/public/filing/ea207624-f182-4075-a514-17b740b4ee95/print/
2025-Q3,term,"CORNERSTONE GOVERNMENT AFFAIRS, INC.",Tunica-Biloxi Tribe of Louisiana,330000,8a624666-5292-4381-b3ac-38434fc3c978,https://lda.senate.gov/filings/public/filing/8a624666-5292-4381-b3ac-38434fc3c978/print/
2025-Q3,term,FORBES-TATE,SHEIN Technology LLC,320000,44763d1d-9c30-4a34-b07d-2c839cb6bf80,https://lda.senate.gov/filings/public/filing/44763d1d-9c30-4a34-b07d-2c839cb6bf80/print/
2025-Q3,term,O'NEIL BRADLEY CONSULTING LLC,"Virtu Financial, LLC",320000,4a76f93b-175d-4c9f-bd5a-fec588cf393a,https://lda.senate.gov/filings/public/filing/4a76f93b-175d-4c9f-bd5a-fec588cf393a/print/
2025-Q3,term,"CAPITOL TAX PARTNERS, LLP","WESTLAKE CHEMICAL PARTNERS, LP",320000,ebc2a299-8359-4af0-b141-ac82a9b643de,https://lda.senate.gov/filings/public/filing/ebc2a299-8359-4af0-b141-ac82a9b643de/print/
2025-Q3,term,BALLARD PARTNERS,American Express Global Business Travel,300000,eb5ad064-3971-4942-b2b4-0ca3faae137a,https://lda.senate.gov/filings/public/filing/eb5ad064-3971-4942-b2b4-0ca3faae137a/print/
2025-Q3,term,TAUZIN STRATEGIC NETWORKS,ConocoPhillips,300000,26740909-ead1-4c55-a335-691cbff2ebf1,https://lda.senate.gov/filings/public/filing/26740909-ead1-4c55-a335-691cbff2ebf1/print/
2025-Q3,term,HOLLAND & KNIGHT LLP,HEART AEROSPACE AB,300000,d5cff284-81fa-432e-8866-4a9c0478b88b,https://lda.senate.gov/filings/public/filing/d5cff284-81fa-432e-8866-4a9c0478b88b/print/
2025-Q3,term,COZEN O'CONNOR PUBLIC STRATEGIES,Hapag-Lloyd (America) LLC,300000,52383a65-5328-4ac7-8c7a-3fb5d5f4d041,https://lda.senate.gov/filings/public/filing/52383a65-5328-4ac7-8c7a-3fb5d5f4d041/print/
2025-Q3,term,"MERCURY PUBLIC AFFAIRS, LLC",AMERICAN CHAMBER OF COMMERCE IN MYANMAR,290000,688abc48-b682-475a-9c02-28b0523fb2f5,https://lda.senate.gov/filings/public/filing/688abc48-b682-475a-9c02-28b0523fb2f5/print/
2025-Q4,hire,BALLARD PARTNERS,"CHRIS KISE & ASSOCIATES, P.A. ON BEHALF OF BANCREDITO HOLDING CORPORATION",630000,11138ad8-5683-4d3a-a689-e2aca14def2a,https://lda.senate.gov/filings/public/filing/11138ad8-5683-4d3a-a689-e2aca14def2a/print/
2025-Q4,hire,J M BURKMAN & ASSOCIATES,TORENCE HATCH,600000,1f0b6bd9-acc4-4aa0-9ec6-44646d9b4445,https://lda.senate.gov/filings/public/filing/1f0b6bd9-acc4-4aa0-9ec6-44646d9b4445/print/
2025-Q4,hire,JAVELIN ADVISORS LLC,"I-MEI FOODS CO., LTD.",500000,6a10d223-f56b-40c7-8f9f-e1b6571673b0,https://lda.senate.gov/filings/public/filing/6a10d223-f56b-40c7-8f9f-e1b6571673b0/print/
2025-Q4,hire,SEIDEN LAW LLP,LEAK YIM,500000,c24e549d-3e98-4f84-8153-b1c886081f78,https://lda.senate.gov/filings/public/filing/c24e549d-3e98-4f84-8153-b1c886081f78/print/
2025-Q4,hire,BALLARD PARTNERS,NEROBREEZE LIMITED,500000,99d448db-79f4-46e4-9046-b1ce477da78f,https://lda.senate.gov/filings/public/filing/99d448db-79f4-46e4-9046-b1ce477da78f/print/
2025-Q4,hire,CHECKMATE GOVERNMENT RELATIONS,GUNVOR GROUP,450000,44556ae1-8a13-44dc-bb9f-3182efc40bba,https://lda.senate.gov/filings/public/filing/44556ae1-8a13-44dc-bb9f-3182efc40bba/print/
2025-Q4,hire,JAVELIN ADVISORS LLC,NIOCORP DEVELOPMENTS LTD,400000,0c51bb10-ce6f-4cf4-b458-3592b1b51c28,https://lda.senate.gov/filings/public/filing/0c51bb10-ce6f-4cf4-b458-3592b1b51c28/print/
2025-Q4,hire,STEPTOE LLP,"NEPA WHOLESALE, INC.",360000,65e3d569-a633-4d52-b949-74e08109900d,https://lda.senate.gov/filings/public/filing/65e3d569-a633-4d52-b949-74e08109900d/print/
2025-Q4,hire,"TSG ADVOCATES DC, LLC",TWIN EAGLES ALLIANCE INC.,360000,74468b92-0fdd-4b7d-aa09-bc488744443f,https://lda.senate.gov/filings/public/filing/74468b92-0fdd-4b7d-aa09-bc488744443f/print/
2025-Q4,hire,"MILLER STRATEGIES, LLC",Morgan Stanley & Co. LLC,300000,70881a6d-d64e-4b65-a05f-85462bffaa73,https://lda.senate.gov/filings/public/filing/70881a6d-d64e-4b65-a05f-85462bffaa73/print/
2025-Q4,hire,STEPTOE LLP,PACIFIC SQUARE LLC (O/B/O ELDORADO),300000,3ea6b93c-721b-49a0-8925-ba1c338756cf,https://lda.senate.gov/filings/public/filing/3ea6b93c-721b-49a0-8925-ba1c338756cf/print/
2025-Q4,hire,STERLINGTON PLLC,SELIM ZHERKA,295000,8e80050a-3440-415e-88e9-5a64aa9f3b39,https://lda.senate.gov/filings/public/filing/8e80050a-3440-415e-88e9-5a64aa9f3b39/print/
2025-Q4,hire,CHECKMATE GOVERNMENT RELATIONS,HILLFIELD LLC,290000,1be5bdb1-bb25-4264-a5e5-aaa7d8ee7778,https://lda.senate.gov/filings/public/filing/1be5bdb1-bb25-4264-a5e5-aaa7d8ee7778/print/
2025-Q4,hire,BALLARD PARTNERS,OGMA SSH FZ-LLC,280000,79039d3e-32f3-406c-9fa1-ad086f8751d6,https://lda.senate.gov/filings/public/filing/79039d3e-32f3-406c-9fa1-ad086f8751d6/print/
2025-Q4,hire,"CORCORAN & ASSOCIATES, INC. DBA CORCORAN PARTNERS",OLIVA CIGAR COMPANY,250000,bb14b7fa-aa5b-4f5b-b50d-cb27302683b0,https://lda.senate.gov/filings/public/filing/bb14b7fa-aa5b-4f5b-b50d-cb27302683b0/print/
2025-Q4,hire,BALLARD PARTNERS,Kimberly-Clark Corporation,230000,241e53f2-1101-4e5e-9a77-0503957e1097,https://lda.senate.gov/filings/public/filing/241e53f2-1101-4e5e-9a77-0503957e1097/print/
2025-Q4,hire,BALLARD PARTNERS,FIVETRAN INC.,200000,299f05be-b1a7-4506-8b66-425ebdcb7d87,https://lda.senate.gov/filings/public/filing/299f05be-b1a7-4506-8b66-425ebdcb7d87/print/
2025-Q4,hire,BGR GOVERNMENT AFFAIRS,NEBIUS GROUP N.V. (FKA YANDEX N.V.),200000,6e081262-7aa3-4a7a-be99-1f569cd0875f,https://lda.senate.gov/filings/public/filing/6e081262-7aa3-4a7a-be99-1f569cd0875f/print/
2025-Q4,hire,"H.A. CUMBER & COMPANY, INC.","SCHOLAR ROCK, INC.",200000,1db80e9c-b9f9-4a88-8b35-0ff9d9651ca6,https://lda.senate.gov/filings/public/filing/1db80e9c-b9f9-4a88-8b35-0ff9d9651ca6/print/
2025-Q4,hire,MR. DAVID FRIEDMAN,"Teva Pharmaceuticals USA, Inc.",200000,ef7cebea-4958-4f18-b598-dcc553d9c8b0,https://lda.senate.gov/filings/public/filing/ef7cebea-4958-4f18-b598-dcc553d9c8b0/print/
2025-Q4,hire,BALLARD PARTNERS,"ACCUTAR BIOTECHNOLOGY, INC.",170000,58ba5d8f-b1ae-4ed2-b10f-99d9ed335912,https://lda.senate.gov/filings/public/filing/58ba5d8f-b1ae-4ed2-b10f-99d9ed335912/print/
2025-Q4,hire,SQUIRE PATTON BOGGS,BUILDING TRADES EMPLOYERS ASSOCIATION,170000,7b56e8b3-70ed-43e7-8c02-4a430d6ae458,https://lda.senate.gov/filings/public/filing/7b56e8b3-70ed-43e7-8c02-4a430d6ae458/print/
2025-Q4,hire,VALCOUR LLC,SALIM KHALIL,170000,31d4f6ec-6209-4158-8af0-9b71e4ca8efa,https://lda.senate.gov/filings/public/filing/31d4f6ec-6209-4158-8af0-9b71e4ca8efa/print/
2025-Q4,hire,"MERCURY PUBLIC AFFAIRS, LLC",TP-LINK SYSTEMS INC. (FKA TP-LINK GLOBAL INC.),160000,02908bc6-edde-4067-a3a8-297a2b368cdc,https://lda.senate.gov/filings/public/filing/02908bc6-edde-4067-a3a8-297a2b368cdc/print/
2025-Q4,hire,CHECKMATE GOVERNMENT RELATIONS,BITDEER,150000,7e641dd5-a7bc-43ef-9467-9325fab302a2,https://lda.senate.gov/filings/public/filing/7e641dd5-a7bc-43ef-9467-9325fab302a2/print/
2025-Q4,hire,BALLARD PARTNERS,"FLEX, LTD.",150000,063787fe-5a4b-4ae1-b785-665569eb3dde,https://lda.senate.gov/filings/public/filing/063787fe-5a4b-4ae1-b785-665569eb3dde/print/
2025-Q4,hire,MISSION STRATEGIES LLC (ENERGY),Hanwha Q CELLS America Inc.,150000,2859bfe0-2d9e-47a1-aca2-7960774cadcf,https://lda.senate.gov/filings/public/filing/2859bfe0-2d9e-47a1-aca2-7960774cadcf/print/
2025-Q4,hire,HOLLAND & KNIGHT LLP,MEDICAL APPAREL MADE FOR AMERICA - HAITI COALITION,150000,de892b90-9909-4336-aaeb-311bdc8d0899,https://lda.senate.gov/filings/public/filing/de892b90-9909-4336-aaeb-311bdc8d0899/print/
2025-Q4,hire,"MILLER STRATEGIES, LLC",Planet Labs PBC,150000,0a539257-845d-48a7-814d-2b10b4c6d925,https://lda.senate.gov/filings/public/filing/0a539257-845d-48a7-814d-2b10b4c6d925/print/
2025-Q4,hire,CHECKMATE GOVERNMENT RELATIONS,YAMAHA MOTOR CORPORATION,150000,1e5f55b8-8809-4726-ad10-c2a332ed2a2d,https://lda.senate.gov/filings/public/filing/1e5f55b8-8809-4726-ad10-c2a332ed2a2d/print/
2025-Q4,term,STONINGTON GLOBAL,TL MANAGEMENT,2455000,512e9186-886b-42d9-b698-7ede4f220b74,https://lda.senate.gov/filings/public/filing/512e9186-886b-42d9-b698-7ede4f220b74/print/
2025-Q4,term,HOGAN LOVELLS US LLP,United States Steel Corporation,980000,c75f6970-b20d-4654-878d-c23040ee20b7,https://lda.senate.gov/filings/public/filing/c75f6970-b20d-4654-878d-c23040ee20b7/print/
2025-Q4,term,CHECKMATE GOVERNMENT RELATIONS,MONTE VALLE ENERGY LLC,900000,1fc19fd3-fbbf-46fa-85a4-6cc61e8e7f91,https://lda.senate.gov/filings/public/filing/1fc19fd3-fbbf-46fa-85a4-6cc61e8e7f91/print/
2025-Q4,term,BALLARD PARTNERS,KIRKLAND & ELLIS LLP,820000,7d58dfe3-249e-4139-9fb1-d2727fc43d95,https://lda.senate.gov/filings/public/filing/7d58dfe3-249e-4139-9fb1-d2727fc43d95/print/
2025-Q4,term,STEPTOE LLP,NELSON MULLINS RILEY & SCARBOROUGH LLP O.B.O. PILATUS AIRCRAFT LTD.,750000,d351f2fe-1217-40f4-8c2f-38021265c34b,https://lda.senate.gov/filings/public/filing/d351f2fe-1217-40f4-8c2f-38021265c34b/print/
2025-Q4,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",SCOTT SHEFFIELD,650000,2b286ce4-5e44-4028-a890-95a67e6e31be,https://lda.senate.gov/filings/public/filing/2b286ce4-5e44-4028-a890-95a67e6e31be/print/
2025-Q4,term,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",ConocoPhillips,630000,a656dd90-8944-40c0-879c-981297559ed8,https://lda.senate.gov/filings/public/filing/a656dd90-8944-40c0-879c-981297559ed8/print/
2025-Q4,term,"MILLER STRATEGIES, LLC",Edison Electric Institute,600000,ea821b39-824c-4b11-882f-3957f993a1df,https://lda.senate.gov/filings/public/filing/ea821b39-824c-4b11-882f-3957f993a1df/print/
2025-Q4,term,"DRAKE VENTURES, LLC",Roger Ver,600000,5b852e1d-1a1f-405a-9ed4-2cb646756a0a,https://lda.senate.gov/filings/public/filing/5b852e1d-1a1f-405a-9ed4-2cb646756a0a/print/
2025-Q4,term,ARNOLD & PORTER KAYE SCHOLER LLP,"FWC2026 US, Inc.",550000,530762cc-2987-4b24-955d-39ea6ca8509f,https://lda.senate.gov/filings/public/filing/530762cc-2987-4b24-955d-39ea6ca8509f/print/
2025-Q4,term,"MILLER STRATEGIES, LLC",Federation of American Hospitals,540000,87d2303a-d1af-45ac-96c2-8b7133eb74f9,https://lda.senate.gov/filings/public/filing/87d2303a-d1af-45ac-96c2-8b7133eb74f9/print/
2025-Q4,term,"LSN PARTNERS, LLC",AGUSTAWESTLAND PHILADELPHIA CORPORATION,520000,86ad53bc-8f81-4670-a566-1c4414ea4edc,https://lda.senate.gov/filings/public/filing/86ad53bc-8f81-4670-a566-1c4414ea4edc/print/
2025-Q4,term,"ERL FEDERAL CONSULTANTS, LLC","CLEANCHOICE ENERGY SHARED SERVICES, LLC",500000,10427f3c-e635-425e-9ffc-6b1ad89464a7,https://lda.senate.gov/filings/public/filing/10427f3c-e635-425e-9ffc-6b1ad89464a7/print/
2025-Q4,term,THE MADISON GROUP,NIRSA S.A.,500000,b76ec254-3dd6-4f53-8ed0-a7a49169fe6b,https://lda.senate.gov/filings/public/filing/b76ec254-3dd6-4f53-8ed0-a7a49169fe6b/print/
2025-Q4,term,"FAHMY HUDOME INTERNATIONAL, LLC",Orion Power,500000,9d20ffc1-f9df-42c9-a39b-f1aa32fb4fc1,https://lda.senate.gov/filings/public/filing/9d20ffc1-f9df-42c9-a39b-f1aa32fb4fc1/print/
2025-Q4,term,VICTORY COALITION STRATEGIES LLC,Orion Power,500000,6a2f7f1d-e4f2-40a2-8a16-4bdec63b5c9a,https://lda.senate.gov/filings/public/filing/6a2f7f1d-e4f2-40a2-8a16-4bdec63b5c9a/print/
2025-Q4,term,CHECKMATE GOVERNMENT RELATIONS,"SWR INTERNATIONAL, INC.",500000,f6788029-9b12-4541-9ee7-34096be024f0,https://lda.senate.gov/filings/public/filing/f6788029-9b12-4541-9ee7-34096be024f0/print/
2025-Q4,term,BALLARD PARTNERS,"UNET PRODUCTION, LLC",500000,bfb3c6b6-15cf-4a8f-b691-8288c1b4e461,https://lda.senate.gov/filings/public/filing/bfb3c6b6-15cf-4a8f-b691-8288c1b4e461/print/
2025-Q4,term,HOLLAND & KNIGHT LLP,ILLUMINATE USA LLC,480000,b2156bbe-502b-4577-b34b-0e352252d9c3,https://lda.senate.gov/filings/public/filing/b2156bbe-502b-4577-b34b-0e352252d9c3/print/
2025-Q4,term,"MILLER STRATEGIES, LLC",Keeping Americas Edge,460000,c4584685-9008-43bd-aa79-f7cd4d30f5df,https://lda.senate.gov/filings/public/filing/c4584685-9008-43bd-aa79-f7cd4d30f5df/print/
2025-Q4,term,"WILLIAMS AND JENSEN, PLLC",EXIGER,450000,41332758-68d1-4954-9eec-0e7b88215618,https://lda.senate.gov/filings/public/filing/41332758-68d1-4954-9eec-0e7b88215618/print/
2025-Q4,term,CHECKMATE GOVERNMENT RELATIONS,GUNVOR GROUP,450000,214220d4-fbc5-4770-9a1c-8acb45568db3,https://lda.senate.gov/filings/public/filing/214220d4-fbc5-4770-9a1c-8acb45568db3/print/
2025-Q4,term,BOUNDARY STONE PARTNERS,Hanwha Q CELLS America Inc.,450000,68124174-c1cd-4a0e-bcbc-a1741ea937e5,https://lda.senate.gov/filings/public/filing/68124174-c1cd-4a0e-bcbc-a1741ea937e5/print/
2025-Q4,term,BALLARD PARTNERS,APOTEX CORP.,440000,802fca7d-fb5f-4b07-977d-bf74830e5b1c,https://lda.senate.gov/filings/public/filing/802fca7d-fb5f-4b07-977d-bf74830e5b1c/print/
2025-Q4,term,HORIZON GOVERNMENT AFFAIRS,Integrity Marketing Group,440000,54be1bc8-b9a8-4ed8-8373-5506dd959997,https://lda.senate.gov/filings/public/filing/54be1bc8-b9a8-4ed8-8373-5506dd959997/print/
2025-Q4,term,"CONTINENTAL STRATEGY, LLC",Florida Essential Healthcare Partnerships,420000,d858b0d8-5e16-4b8f-b47d-a4af03c4b815,https://lda.senate.gov/filings/public/filing/d858b0d8-5e16-4b8f-b47d-a4af03c4b815/print/
2025-Q4,term,"MILLER STRATEGIES, LLC","INTEGRA CONNECT, LLC",420000,2b5a5c4d-3a5f-40c1-ae0b-bc7cb1a43196,https://lda.senate.gov/filings/public/filing/2b5a5c4d-3a5f-40c1-ae0b-bc7cb1a43196/print/
2025-Q4,term,BALLARD PARTNERS,"PRESCIENT MEDICINE HOLDINGS, INC.",400000,7175eada-3ef9-462b-a039-efa255b3ae27,https://lda.senate.gov/filings/public/filing/7175eada-3ef9-462b-a039-efa255b3ae27/print/
2025-Q4,term,"CONTINENTAL STRATEGY, LLC",Total Military Management,400000,253c59e4-1b56-4f4d-a2a4-aed817aa4326,https://lda.senate.gov/filings/public/filing/253c59e4-1b56-4f4d-a2a4-aed817aa4326/print/
2025-Q4,term,CHECKMATE GOVERNMENT RELATIONS,AMERICAN KITCHEN CABINET ALLIANCE,380000,f6f28406-3360-4156-ade4-25d77401c5b3,https://lda.senate.gov/filings/public/filing/f6f28406-3360-4156-ade4-25d77401c5b3/print/
2026-Q1,hire,CHECKMATE GOVERNMENT RELATIONS,INNOVAIRRS & CO.,1000000,2201942a-6e5a-4639-bac9-d3668fe0dc0d,https://lda.senate.gov/filings/public/filing/2201942a-6e5a-4639-bac9-d3668fe0dc0d/print/
2026-Q1,hire,CHECKMATE GOVERNMENT RELATIONS,COALITION FOR GREEN CAPITAL,450000,e77cd9fe-5632-4994-9bff-a9e8e3f5d953,https://lda.senate.gov/filings/public/filing/e77cd9fe-5632-4994-9bff-a9e8e3f5d953/print/
2026-Q1,hire,"BALLARD PARTNERS, LLC",NEOPRIME CAPITAL PARTNERS,400000,6f48fcf7-d021-4ed5-bb66-ffdeb7dac8e7,https://lda.senate.gov/filings/public/filing/6f48fcf7-d021-4ed5-bb66-ffdeb7dac8e7/print/
2026-Q1,hire,"BALLARD PARTNERS, LLC",ELO ATLANTIC SL,380000,73b3fc6c-d052-4b01-8be4-4f6a3b8ebe68,https://lda.senate.gov/filings/public/filing/73b3fc6c-d052-4b01-8be4-4f6a3b8ebe68/print/
2026-Q1,hire,SQUIRE PATTON BOGGS,"BAE, KIM & LEE LLC ON BEHALF OF KCIH & YPC",370000,9ba797f8-a1b4-44ed-81c2-efb44f9dc582,https://lda.senate.gov/filings/public/filing/9ba797f8-a1b4-44ed-81c2-efb44f9dc582/print/
2026-Q1,hire,"BALLARD PARTNERS, LLC",BANKERS LIFE INSURANCE COMPANY,300000,3aaec57a-50cb-40c3-9b3d-cf834bc0802d,https://lda.senate.gov/filings/public/filing/3aaec57a-50cb-40c3-9b3d-cf834bc0802d/print/
2026-Q1,hire,"BALLARD PARTNERS, LLC",INSURANCE JSC DALLBOGG: LIFE AND HEALTH AD,300000,fb533e7f-ec2d-416c-bf47-096b8987a44a,https://lda.senate.gov/filings/public/filing/fb533e7f-ec2d-416c-bf47-096b8987a44a/print/
2026-Q1,hire,AKIN GUMP STRAUSS HAUER & FELD,"TI CAPITAL MANAGEMENT, LLC",270000,316742de-f3cd-4e72-b154-1213bb675ce1,https://lda.senate.gov/filings/public/filing/316742de-f3cd-4e72-b154-1213bb675ce1/print/
2026-Q1,hire,"BALLARD PARTNERS, LLC","STIIIZY, INC.",250000,27269397-8b79-4333-949c-d5a0339134d8,https://lda.senate.gov/filings/public/filing/27269397-8b79-4333-949c-d5a0339134d8/print/
2026-Q1,hire,"CONTINENTAL STRATEGY, LLC",Telekom Srbija,241936,154000fb-e8ef-441a-b84e-30f61bcfa315,https://lda.senate.gov/filings/public/filing/154000fb-e8ef-441a-b84e-30f61bcfa315/print/
2026-Q1,hire,BGR GOVERNMENT AFFAIRS,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP ON BEHALF OF CANPACK GROUP, INC.",240000,4189df57-1586-4674-9061-cda73e2ae7b0,https://lda.senate.gov/filings/public/filing/4189df57-1586-4674-9061-cda73e2ae7b0/print/
2026-Q1,hire,AKIN GUMP STRAUSS HAUER & FELD,COMPANIA DE FERROCARRILES CHIAPAS-MAYAB,230000,baeb0860-cee9-4c79-9a9b-4af050f25b7a,https://lda.senate.gov/filings/public/filing/baeb0860-cee9-4c79-9a9b-4af050f25b7a/print/
2026-Q1,hire,LMH STRATEGIC SOLUTIONS,MIDSIZED BIOTECH ALLIANCE OF AMERICA (MBAA),230000,f28c2171-e8f5-4aa0-98c3-738e85c9b40c,https://lda.senate.gov/filings/public/filing/f28c2171-e8f5-4aa0-98c3-738e85c9b40c/print/
2026-Q1,hire,STEPTOE LLP,"OREXO US, INC.",230000,b452bcdf-3dae-48eb-9c35-c9f29d989b04,https://lda.senate.gov/filings/public/filing/b452bcdf-3dae-48eb-9c35-c9f29d989b04/print/
2026-Q1,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",SALAMANDER SOLUTIONS INC.,230000,78433fec-34ba-45ee-ac0f-c8330d4d9fdb,https://lda.senate.gov/filings/public/filing/78433fec-34ba-45ee-ac0f-c8330d4d9fdb/print/
2026-Q1,hire,SPIRIT ROCK CONSULTING,HOOPA VALLEY TRIBE,225000,c9819df1-57a8-4511-882c-e1e781e23cf0,https://lda.senate.gov/filings/public/filing/c9819df1-57a8-4511-882c-e1e781e23cf0/print/
2026-Q1,hire,"CONTINENTAL STRATEGY, LLC",COMPAGNIE FINANCIERE RICHEMONT SA,210000,e50c9ab8-5d7f-4325-93a2-0e1840788843,https://lda.senate.gov/filings/public/filing/e50c9ab8-5d7f-4325-93a2-0e1840788843/print/
2026-Q1,hire,SQUIRE PATTON BOGGS,ASCENSUS SPECIALTIES LLC,200000,69767658-e8b0-4ebb-92a6-de54c4d80ed0,https://lda.senate.gov/filings/public/filing/69767658-e8b0-4ebb-92a6-de54c4d80ed0/print/
2026-Q1,hire,"DRAKE VENTURES, LLC","INFINITE POWER HOLDINGS, INC.",200000,187df0a7-ce7a-4c59-af74-b5fda79211fd,https://lda.senate.gov/filings/public/filing/187df0a7-ce7a-4c59-af74-b5fda79211fd/print/
2026-Q1,hire,CHECKMATE GOVERNMENT RELATIONS,AbbVie Inc.,180000,4fba4096-381e-4f0c-928b-0618e4bdda4d,https://lda.senate.gov/filings/public/filing/4fba4096-381e-4f0c-928b-0618e4bdda4d/print/
2026-Q1,hire,VALCOUR LLC,MIDAD ENERGY,180000,15a111ab-b223-4206-acfa-bfefed371ed8,https://lda.senate.gov/filings/public/filing/15a111ab-b223-4206-acfa-bfefed371ed8/print/
2026-Q1,hire,"BALLARD PARTNERS, LLC","Coupang, Inc.",170000,d5b565ea-4e0c-47ca-8762-0e6e6b4242de,https://lda.senate.gov/filings/public/filing/d5b565ea-4e0c-47ca-8762-0e6e6b4242de/print/
2026-Q1,hire,DLA PIPER LLP (US),FANUC AMERICA CORPORATION,170000,323b3fd9-a223-4ec1-9d88-cc5f08283823,https://lda.senate.gov/filings/public/filing/323b3fd9-a223-4ec1-9d88-cc5f08283823/print/
2026-Q1,hire,LMH STRATEGIC SOLUTIONS,BICYCLE THERAPEUTICS,150000,4bc1f221-48c1-451f-880d-a211320c8a90,https://lda.senate.gov/filings/public/filing/4bc1f221-48c1-451f-880d-a211320c8a90/print/
2026-Q1,hire,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",DUNE MATERIALS LLC,150000,c5b0f04f-e5be-4d41-9f29-6aab6245dc8f,https://lda.senate.gov/filings/public/filing/c5b0f04f-e5be-4d41-9f29-6aab6245dc8f/print/
2026-Q1,hire,"DRAKE VENTURES, LLC","ECTO WORLD, LLC",150000,ee5fa374-04b8-48d0-9345-8737e79c5cf1,https://lda.senate.gov/filings/public/filing/ee5fa374-04b8-48d0-9345-8737e79c5cf1/print/
2026-Q1,hire,"BALLARD PARTNERS, LLC","ENERGY TRANSITION MINERALS, LTD.",150000,87e20a6a-fafa-42a4-846a-624fc13afcaa,https://lda.senate.gov/filings/public/filing/87e20a6a-fafa-42a4-846a-624fc13afcaa/print/
2026-Q1,hire,"BALLARD PARTNERS, LLC","LI INDUSTRIES, INC.",150000,6d8347a9-54ef-43ca-9a8d-8077d11ccebe,https://lda.senate.gov/filings/public/filing/6d8347a9-54ef-43ca-9a8d-8077d11ccebe/print/
2026-Q1,hire,KRESSIN POWERS LLC,"Netflix, Inc.",150000,93441682-a7d9-40b7-bb09-7fa453147fff,https://lda.senate.gov/filings/public/filing/93441682-a7d9-40b7-bb09-7fa453147fff/print/
2026-Q1,hire,"BALLARD PARTNERS, LLC",SUPREME SITE SERVICES GMBH,150000,1e844337-debb-41a3-8eae-8ab65c13ba79,https://lda.senate.gov/filings/public/filing/1e844337-debb-41a3-8eae-8ab65c13ba79/print/
2026-Q1,term,J M BURKMAN & ASSOCIATES,Joseph Schwartz,960000,b6e2b16d-d90e-4716-b127-f4ea262ae00f,https://lda.senate.gov/filings/public/filing/b6e2b16d-d90e-4716-b127-f4ea262ae00f/print/
2026-Q1,term,CHECKMATE GOVERNMENT RELATIONS,MONTE VALLE ENERGY LLC,900000,ee6c4339-70c9-47a0-9fec-053bcacc994c,https://lda.senate.gov/filings/public/filing/ee6c4339-70c9-47a0-9fec-053bcacc994c/print/
2026-Q1,term,COZEN O'CONNOR PUBLIC STRATEGIES,"OFFICES OF BRADLEY WINE O/B/O REGULUS GLOBAL LLC/UEP, INC.DBA UNION TECHNOLOGIES",600000,bfe04bed-a171-46a6-9982-500a494f8b68,https://lda.senate.gov/filings/public/filing/bfe04bed-a171-46a6-9982-500a494f8b68/print/
