client,registrant,term_uuid,bar_trail4_income,quarter,income,filing_uuid,filing_type,in_trail4_window,lda_public_url
NELSON MULLINS RILEY & SCARBOROUGH LLP O.B.O. PILATUS AIRCRAFT LTD.,STEPTOE LLP,d351f2fe-1217-40f4-8c2f-38021265c34b,750000,2025-Q4,650000,d351f2fe-1217-40f4-8c2f-38021265c34b,4T,True,https://lda.senate.gov/filings/public/filing/d351f2fe-1217-40f4-8c2f-38021265c34b/print/
SCOTT SHEFFIELD,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",2b286ce4-5e44-4028-a890-95a67e6e31be,650000,2024-Q2,50000,1af97f4c-92a7-4a33-bae5-37005a293b30,Q2,False,https://lda.senate.gov/filings/public/filing/1af97f4c-92a7-4a33-bae5-37005a293b30/print/
SCOTT SHEFFIELD,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",2b286ce4-5e44-4028-a890-95a67e6e31be,650000,2024-Q3,150000,a0b40806-b044-46a9-b049-3258519172ae,Q3,False,https://lda.senate.gov/filings/public/filing/a0b40806-b044-46a9-b049-3258519172ae/print/
SCOTT SHEFFIELD,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",2b286ce4-5e44-4028-a890-95a67e6e31be,650000,2024-Q4,150000,ef64d122-9c98-411a-b452-12921800fe20,Q4,False,https://lda.senate.gov/filings/public/filing/ef64d122-9c98-411a-b452-12921800fe20/print/
SCOTT SHEFFIELD,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",2b286ce4-5e44-4028-a890-95a67e6e31be,650000,2025-Q1,150000,f8cf6c7a-864a-496e-953b-b2e4c8ef74a5,Q1,True,https://lda.senate.gov/filings/public/filing/f8cf6c7a-864a-496e-953b-b2e4c8ef74a5/print/
SCOTT SHEFFIELD,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",2b286ce4-5e44-4028-a890-95a67e6e31be,650000,2025-Q2,150000,d1eab5fb-93ea-4ead-96a7-0827a28f0a01,Q2,True,https://lda.senate.gov/filings/public/filing/d1eab5fb-93ea-4ead-96a7-0827a28f0a01/print/
SCOTT SHEFFIELD,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",2b286ce4-5e44-4028-a890-95a67e6e31be,650000,2025-Q3,150000,66ac02fe-0acb-4e73-b533-12cba278ba74,Q3,True,https://lda.senate.gov/filings/public/filing/66ac02fe-0acb-4e73-b533-12cba278ba74/print/
SCOTT SHEFFIELD,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",2b286ce4-5e44-4028-a890-95a67e6e31be,650000,2025-Q4,200000,2b286ce4-5e44-4028-a890-95a67e6e31be,4T,True,https://lda.senate.gov/filings/public/filing/2b286ce4-5e44-4028-a890-95a67e6e31be/print/
ConocoPhillips,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",a656dd90-8944-40c0-879c-981297559ed8,630000,2024-Q3,130000,f5e97147-2801-4b0e-9816-b5df596580d0,Q3,False,https://lda.senate.gov/filings/public/filing/f5e97147-2801-4b0e-9816-b5df596580d0/print/
ConocoPhillips,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",a656dd90-8944-40c0-879c-981297559ed8,630000,2024-Q4,200000,22ec8b51-b17c-45c8-a36e-a6edf3c8e688,Q4,False,https://lda.senate.gov/filings/public/filing/22ec8b51-b17c-45c8-a36e-a6edf3c8e688/print/
ConocoPhillips,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",a656dd90-8944-40c0-879c-981297559ed8,630000,2025-Q1,200000,93fd3a42-8bd0-4476-a8d3-5c4f8232f90b,Q1,True,https://lda.senate.gov/filings/public/filing/93fd3a42-8bd0-4476-a8d3-5c4f8232f90b/print/
ConocoPhillips,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",a656dd90-8944-40c0-879c-981297559ed8,630000,2025-Q2,170000,5ee378df-b7d6-4645-b70a-1ffd4e70fac3,Q2,True,https://lda.senate.gov/filings/public/filing/5ee378df-b7d6-4645-b70a-1ffd4e70fac3/print/
ConocoPhillips,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",a656dd90-8944-40c0-879c-981297559ed8,630000,2025-Q3,130000,3bce0a54-bcbd-4a04-a504-0250b76ddcb9,Q3,True,https://lda.senate.gov/filings/public/filing/3bce0a54-bcbd-4a04-a504-0250b76ddcb9/print/
ConocoPhillips,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",a656dd90-8944-40c0-879c-981297559ed8,630000,2025-Q4,130000,a656dd90-8944-40c0-879c-981297559ed8,4T,True,https://lda.senate.gov/filings/public/filing/a656dd90-8944-40c0-879c-981297559ed8/print/
Edison Electric Institute,"MILLER STRATEGIES, LLC",ea821b39-824c-4b11-882f-3957f993a1df,600000,2024-Q4,80000,624ae3da-0bc1-4c45-84eb-0800849a819e,Q4,False,https://lda.senate.gov/filings/public/filing/624ae3da-0bc1-4c45-84eb-0800849a819e/print/
Edison Electric Institute,"MILLER STRATEGIES, LLC",ea821b39-824c-4b11-882f-3957f993a1df,600000,2025-Q1,150000,f25dc6a5-c3ba-497d-a5ad-63d63c41512e,Q1,True,https://lda.senate.gov/filings/public/filing/f25dc6a5-c3ba-497d-a5ad-63d63c41512e/print/
Edison Electric Institute,"MILLER STRATEGIES, LLC",ea821b39-824c-4b11-882f-3957f993a1df,600000,2025-Q2,150000,77b90903-3a1c-42ec-8fb3-0f5c3ea09b1d,Q2,True,https://lda.senate.gov/filings/public/filing/77b90903-3a1c-42ec-8fb3-0f5c3ea09b1d/print/
Edison Electric Institute,"MILLER STRATEGIES, LLC",ea821b39-824c-4b11-882f-3957f993a1df,600000,2025-Q3,150000,9fbf316a-a511-4cba-a70c-393d9308d27b,Q3,True,https://lda.senate.gov/filings/public/filing/9fbf316a-a511-4cba-a70c-393d9308d27b/print/
Edison Electric Institute,"MILLER STRATEGIES, LLC",ea821b39-824c-4b11-882f-3957f993a1df,600000,2025-Q4,150000,ea821b39-824c-4b11-882f-3957f993a1df,4T,True,https://lda.senate.gov/filings/public/filing/ea821b39-824c-4b11-882f-3957f993a1df/print/
Roger Ver,"DRAKE VENTURES, LLC",5b852e1d-1a1f-405a-9ed4-2cb646756a0a,600000,2025-Q1,600000,5b3aebcf-ed3d-4298-8d87-35775c78853d,Q1,True,https://lda.senate.gov/filings/public/filing/5b3aebcf-ed3d-4298-8d87-35775c78853d/print/
Roger Ver,"DRAKE VENTURES, LLC",5b852e1d-1a1f-405a-9ed4-2cb646756a0a,600000,2025-Q2,,b292d11d-ede4-43cc-ac35-c95eec8df6f5,Q2Y,True,https://lda.senate.gov/filings/public/filing/b292d11d-ede4-43cc-ac35-c95eec8df6f5/print/
Roger Ver,"DRAKE VENTURES, LLC",5b852e1d-1a1f-405a-9ed4-2cb646756a0a,600000,2025-Q3,,d074d137-01fc-4096-9cf9-d02a9e23aee7,Q3Y,True,https://lda.senate.gov/filings/public/filing/d074d137-01fc-4096-9cf9-d02a9e23aee7/print/
Roger Ver,"DRAKE VENTURES, LLC",5b852e1d-1a1f-405a-9ed4-2cb646756a0a,600000,2025-Q4,,5b852e1d-1a1f-405a-9ed4-2cb646756a0a,4TY,True,https://lda.senate.gov/filings/public/filing/5b852e1d-1a1f-405a-9ed4-2cb646756a0a/print/
"FWC2026 US, Inc.",ARNOLD & PORTER KAYE SCHOLER LLP,530762cc-2987-4b24-955d-39ea6ca8509f,550000,2024-Q1,70000,4b88295a-bd55-40f1-8b7f-44069d455f4e,Q1,False,https://lda.senate.gov/filings/public/filing/4b88295a-bd55-40f1-8b7f-44069d455f4e/print/
"FWC2026 US, Inc.",ARNOLD & PORTER KAYE SCHOLER LLP,530762cc-2987-4b24-955d-39ea6ca8509f,550000,2024-Q2,230000,d63dbd97-a04e-4c66-a5e9-03d2d18c0621,Q2,False,https://lda.senate.gov/filings/public/filing/d63dbd97-a04e-4c66-a5e9-03d2d18c0621/print/
"FWC2026 US, Inc.",ARNOLD & PORTER KAYE SCHOLER LLP,530762cc-2987-4b24-955d-39ea6ca8509f,550000,2024-Q3,220000,b9b81f57-02bb-42a1-8af0-2a1bf7660da0,Q3,False,https://lda.senate.gov/filings/public/filing/b9b81f57-02bb-42a1-8af0-2a1bf7660da0/print/
"FWC2026 US, Inc.",ARNOLD & PORTER KAYE SCHOLER LLP,530762cc-2987-4b24-955d-39ea6ca8509f,550000,2024-Q4,230000,9ae4ccf7-1cea-4d47-bf68-08837743a2bc,Q4,False,https://lda.senate.gov/filings/public/filing/9ae4ccf7-1cea-4d47-bf68-08837743a2bc/print/
"FWC2026 US, Inc.",ARNOLD & PORTER KAYE SCHOLER LLP,530762cc-2987-4b24-955d-39ea6ca8509f,550000,2025-Q1,220000,c89d69cf-6d95-495e-b2b8-2578c7a55bc0,Q1,True,https://lda.senate.gov/filings/public/filing/c89d69cf-6d95-495e-b2b8-2578c7a55bc0/print/
"FWC2026 US, Inc.",ARNOLD & PORTER KAYE SCHOLER LLP,530762cc-2987-4b24-955d-39ea6ca8509f,550000,2025-Q2,110000,b3bb3b26-0cd4-441f-a419-687d896a2003,Q2,True,https://lda.senate.gov/filings/public/filing/b3bb3b26-0cd4-441f-a419-687d896a2003/print/
"FWC2026 US, Inc.",ARNOLD & PORTER KAYE SCHOLER LLP,530762cc-2987-4b24-955d-39ea6ca8509f,550000,2025-Q3,110000,968a490f-1e94-4ded-aa31-b62fe2e5aad6,Q3Y,True,https://lda.senate.gov/filings/public/filing/968a490f-1e94-4ded-aa31-b62fe2e5aad6/print/
"FWC2026 US, Inc.",ARNOLD & PORTER KAYE SCHOLER LLP,530762cc-2987-4b24-955d-39ea6ca8509f,550000,2025-Q4,110000,530762cc-2987-4b24-955d-39ea6ca8509f,4TY,True,https://lda.senate.gov/filings/public/filing/530762cc-2987-4b24-955d-39ea6ca8509f/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2022-Q4,30000,b5bee420-9b88-4bd3-8d16-3b3234764a71,Q4,False,https://lda.senate.gov/filings/public/filing/b5bee420-9b88-4bd3-8d16-3b3234764a71/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2023-Q1,80000,58ebfb4a-fc77-401f-97bc-4d5eff35924a,Q1,False,https://lda.senate.gov/filings/public/filing/58ebfb4a-fc77-401f-97bc-4d5eff35924a/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2023-Q2,80000,09f61ca4-60cc-4a53-8a88-582a32692138,Q2,False,https://lda.senate.gov/filings/public/filing/09f61ca4-60cc-4a53-8a88-582a32692138/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2023-Q3,80000,23ada292-57a5-4417-81a6-1af81c807a21,Q3,False,https://lda.senate.gov/filings/public/filing/23ada292-57a5-4417-81a6-1af81c807a21/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2023-Q4,80000,4519a069-9e05-45bf-a7dd-f0686dc7a1b4,Q4,False,https://lda.senate.gov/filings/public/filing/4519a069-9e05-45bf-a7dd-f0686dc7a1b4/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2024-Q1,80000,02a62975-71c2-4125-88ee-83397f34b99d,Q1,False,https://lda.senate.gov/filings/public/filing/02a62975-71c2-4125-88ee-83397f34b99d/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2024-Q2,80000,99de3f47-7e94-405a-b4d8-a79f4559dc3c,Q2,False,https://lda.senate.gov/filings/public/filing/99de3f47-7e94-405a-b4d8-a79f4559dc3c/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2024-Q3,80000,c822b05b-5d54-4fb4-8232-e5a33e3bba83,Q3,False,https://lda.senate.gov/filings/public/filing/c822b05b-5d54-4fb4-8232-e5a33e3bba83/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2024-Q4,80000,365b20f0-b8bd-4edf-a6ec-9692e6561880,Q4,False,https://lda.senate.gov/filings/public/filing/365b20f0-b8bd-4edf-a6ec-9692e6561880/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2025-Q1,170000,e45161ea-6532-40b3-a9bf-b3f47ac5cfc2,Q1,True,https://lda.senate.gov/filings/public/filing/e45161ea-6532-40b3-a9bf-b3f47ac5cfc2/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2025-Q2,170000,048419b0-a893-427e-b1d2-c4334aa89b51,Q2,True,https://lda.senate.gov/filings/public/filing/048419b0-a893-427e-b1d2-c4334aa89b51/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2025-Q3,100000,14b70443-372f-44dc-8b15-ec7c3418d244,Q3,True,https://lda.senate.gov/filings/public/filing/14b70443-372f-44dc-8b15-ec7c3418d244/print/
Federation of American Hospitals,"MILLER STRATEGIES, LLC",87d2303a-d1af-45ac-96c2-8b7133eb74f9,540000,2025-Q4,100000,87d2303a-d1af-45ac-96c2-8b7133eb74f9,4T,True,https://lda.senate.gov/filings/public/filing/87d2303a-d1af-45ac-96c2-8b7133eb74f9/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2022-Q1,110000,2998839b-933d-4444-94a3-8d2394cb82e7,Q1,False,https://lda.senate.gov/filings/public/filing/2998839b-933d-4444-94a3-8d2394cb82e7/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2022-Q2,110000,a61ab3a6-34d2-492c-ae87-e5a547d6eba1,Q2,False,https://lda.senate.gov/filings/public/filing/a61ab3a6-34d2-492c-ae87-e5a547d6eba1/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2022-Q3,110000,5ff7dde1-0345-4655-ad2c-349b0aad1b3a,Q3,False,https://lda.senate.gov/filings/public/filing/5ff7dde1-0345-4655-ad2c-349b0aad1b3a/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2022-Q4,120000,5e7d69ab-9946-4b86-9034-0b60c22bf53c,Q4,False,https://lda.senate.gov/filings/public/filing/5e7d69ab-9946-4b86-9034-0b60c22bf53c/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2023-Q1,130000,e285cbd3-36f4-4670-860d-ba14e265b497,Q1,False,https://lda.senate.gov/filings/public/filing/e285cbd3-36f4-4670-860d-ba14e265b497/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2023-Q2,130000,1c6c8b9c-c5da-4635-a2de-6494d6beb4fc,Q2,False,https://lda.senate.gov/filings/public/filing/1c6c8b9c-c5da-4635-a2de-6494d6beb4fc/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2023-Q3,130000,a728226d-9fef-45cd-90e0-d7999f810a17,3A,False,https://lda.senate.gov/filings/public/filing/a728226d-9fef-45cd-90e0-d7999f810a17/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2023-Q4,130000,73ba2efd-ba7d-4f94-916d-9e3f09c8f0be,4A,False,https://lda.senate.gov/filings/public/filing/73ba2efd-ba7d-4f94-916d-9e3f09c8f0be/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2024-Q1,130000,3230b9fb-60a4-43d5-a072-e75345bebb5f,1A,False,https://lda.senate.gov/filings/public/filing/3230b9fb-60a4-43d5-a072-e75345bebb5f/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2024-Q2,130000,c1fc6e3b-0ec1-4078-bd72-67c710adf40a,2A,False,https://lda.senate.gov/filings/public/filing/c1fc6e3b-0ec1-4078-bd72-67c710adf40a/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2024-Q3,130000,3a711fec-6e21-4533-955a-7270c97afb76,Q3,False,https://lda.senate.gov/filings/public/filing/3a711fec-6e21-4533-955a-7270c97afb76/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2024-Q4,130000,c0da4640-f4d1-4124-8488-2ec31c23ef52,Q4,False,https://lda.senate.gov/filings/public/filing/c0da4640-f4d1-4124-8488-2ec31c23ef52/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,"LSN PARTNERS, LLC",86ad53bc-8f81-4670-a566-1c4414ea4edc,520000,2025-Q1,130000,fc6c116b-4eab-4f01-8041-fb1927e4485a,Q1,True,https://lda.senate.gov/filings/public/filing/fc6c116b-4eab-4f01-8041-fb1927e4485a/print/
