registrant,kind,client,amount,filing_uuid,lda_public_url
THE WAYFINDER GROUP,signed,"Spectrum Photonics, Inc.",20000,f5470fc8-256d-47a0-ab0e-f0d94ee3e16b,https://lda.senate.gov/filings/public/filing/f5470fc8-256d-47a0-ab0e-f0d94ee3e16b/print/
THE WAYFINDER GROUP,signed,CITY AND COUNTY OF HONOLULU,10000,bbf761a3-94ed-4757-bd74-b0ffb09d91a7,https://lda.senate.gov/filings/public/filing/bbf761a3-94ed-4757-bd74-b0ffb09d91a7/print/
THE WAYFINDER GROUP,signed,COMMUNITY CLINIC OF MAUI,10000,901692b0-6a2e-4d83-bf6a-44952b03fd1f,https://lda.senate.gov/filings/public/filing/901692b0-6a2e-4d83-bf6a-44952b03fd1f/print/
THE WAYFINDER GROUP,signed,GOODWILL HAWAII,10000,7e382566-c232-46a3-a910-6727d3b22b39,https://lda.senate.gov/filings/public/filing/7e382566-c232-46a3-a910-6727d3b22b39/print/
THE WAYFINDER GROUP,signed,"HAWAII DEPARTMENT OF BUSINESS, ECONOMIC DEVELOPMENT AND TOURISM",10000,c3702833-2509-4860-83c6-46ded6e68267,https://lda.senate.gov/filings/public/filing/c3702833-2509-4860-83c6-46ded6e68267/print/
THE WAYFINDER GROUP,signed,HAWAII FOODBASKET,10000,2eabdc7f-b09b-4f8e-9cbf-36f641a2d7a1,https://lda.senate.gov/filings/public/filing/2eabdc7f-b09b-4f8e-9cbf-36f641a2d7a1/print/
THE WAYFINDER GROUP,signed,Hawaii Foodbank,10000,06bce525-baa4-4945-a427-822af1442f54,https://lda.senate.gov/filings/public/filing/06bce525-baa4-4945-a427-822af1442f54/print/
THE WAYFINDER GROUP,signed,Kahuku Medical Center,10000,beb68bf2-87ea-4fb2-9b99-30f6b6594995,https://lda.senate.gov/filings/public/filing/beb68bf2-87ea-4fb2-9b99-30f6b6594995/print/
THE WAYFINDER GROUP,signed,Rehabilitation Hospital of the Pacific,10000,1b0a5892-94fd-449c-bf97-20c398c0e2f7,https://lda.senate.gov/filings/public/filing/1b0a5892-94fd-449c-bf97-20c398c0e2f7/print/
THE WAYFINDER GROUP,signed,"YC Consulting, LLC on behalf of Dispose Rx, Inc.",10000,bcbc2366-938e-49f3-938d-106dc3e16428,https://lda.senate.gov/filings/public/filing/bcbc2366-938e-49f3-938d-106dc3e16428/print/
THE WAYFINDER GROUP,signed,HomeAid Hawaii,,e4c97cff-633e-4fa1-98f9-8fa38d83a7b2,https://lda.senate.gov/filings/public/filing/e4c97cff-633e-4fa1-98f9-8fa38d83a7b2/print/
THE WAYFINDER GROUP,signed,MAUI FOODBANK,,62bcb5b3-f3a6-4b2e-96fb-2f321d9e4c4b,https://lda.senate.gov/filings/public/filing/62bcb5b3-f3a6-4b2e-96fb-2f321d9e4c4b/print/
THE WAYFINDER GROUP,signed,PARENTS AND CHILDREN TOGETHER,,88ac5040-26ec-4923-82af-d3c141eddb99,https://lda.senate.gov/filings/public/filing/88ac5040-26ec-4923-82af-d3c141eddb99/print/
THE WAYFINDER GROUP,signed,PARTNERS IN DEVELOPMENT FOUNDATION,,3b867c1d-5184-40b0-aac5-363f0cbed072,https://lda.senate.gov/filings/public/filing/3b867c1d-5184-40b0-aac5-363f0cbed072/print/
