member,giver_slice,raw_recipient_string_as_filed,tier,confidence,source,total,items
Sen. David McCormick (R-PA),crypto_native,DAVE MCCORMICK FOR US SENATE; FRIENDS OF DAVE MCCORMICK; NRSC; PENNSYLVANIA HONOR; REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,campaign-committee,compound:linked,committee-exact/fec-ccl,6600.0,1
Sen. David McCormick (R-PA),crypto_native,DAVE MCCORMICK FOR US SENATE; FRIENDS OF DAVE MCCORMICK; NRSC; PENNSYLVANIA HONOR; REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,leadership-pac,compound:linked,committee-exact/openfec-sponsor,6600.0,1
Sen. David McCormick (R-PA),crypto_native,SAM BROWN FOR NV;BERNIE MORENO FOR SENATE;ROGERS FOR SENATE;FRIENDS OF DAVE MCCORMICK;DUTY FIRST PAC;BEST AT BRINGING ENTREPRENEURIAL RESULTS NEVER IMAGINED OR ENVISIONED PAC;PA HONOR;MR PAC; NRSC,campaign-committee,compound:linked,committee-exact/fec-ccl,5000.0,1
Sen. David McCormick (R-PA),crypto_native,SEN. DAVE MCCORMICK,direct,matched,person-name,825.0,1
Sen. David McCormick (R-PA),diversified_core,DAVE MCCORMICK,direct,matched,person-name,67600.0,24
Sen. Deb Fischer (R-NE),crypto_native,SEN. DEBRA FISCHER,direct,matched,person-name,4300.0,2
Sen. Deb Fischer (R-NE),crypto_native,SEN. DEB FISCHER,direct,matched,person-name,2500.0,1
Sen. Deb Fischer (R-NE),crypto_native,SENATOR DEB FISCHER,direct,matched,person-name,2500.0,1
Sen. Eric Schmitt (R-MO),diversified_core,SEN ERIC S SCHMITT,direct,matched,person-name,61000.0,16
Sen. Gary C. Peters (D-MI),diversified_core,SEN GARY PETERS SR,direct,matched,person-name,81000.0,16
Sen. Gary C. Peters (D-MI),diversified_core,GARY PETERS,direct,matched,person-name,80050.0,37
Sen. Gary C. Peters (D-MI),diversified_core,SEN. GARY CHARLES PETERS,direct,matched,person-name,78500.0,38
Sen. J.D. Vance (R-OH),crypto_native,DONALD TRUMP/ J.D. VANCE,direct,matched,person-name,1000000.0,1
Sen. J.D. Vance (R-OH),crypto_native,SENATOR J.D. VANCE,direct,matched,person-name,2500.0,1
Sen. Jacky Rosen (D-NV),crypto_native,SEN. JACKY ROSEN,direct,matched,person-name,1000.0,1
Sen. Jacky Rosen (D-NV),diversified_core,SEN. JACKY ROSEN,direct,matched,person-name,112781.0,43
Sen. Jacky Rosen (D-NV),diversified_core,SEN JACKY ROSEN,direct,matched,person-name,53500.0,16
Sen. James C. Justice (R-WV),crypto_native,SEN. JIM JUSTICE,direct,matched,person-name,1000.0,1
Sen. James Lankford (R-OK),crypto_native,JAMES LANKFORD,direct,matched,person-name,250.0,1
Sen. James Lankford (R-OK),diversified_core,JAMES LANKFORD,direct,matched,person-name,52500.0,19
Sen. Jerry Moran (R-KS),diversified_core,SEN. JERRY MORAN,direct,matched,person-name,80750.0,29
Sen. Jerry Moran (R-KS),diversified_core,SEN JERRY MORAN,direct,matched,person-name,54000.0,13
Sen. Jim Banks (R-IN),crypto_native,REP. JAMES BANKS,direct,matched,person-name,1000.0,1
Sen. John Barrasso (R-WY),crypto_native,SEN. JOHN BARRASSO,direct,matched,person-name,8300.0,2
Sen. John Barrasso (R-WY),diversified_core,JOHN BARRASSO,direct,matched,person-name,77000.0,29
Sen. John Barrasso (R-WY),diversified_core,SEN JOHN A BARRASSO,direct,matched,person-name,64000.0,19
Sen. John Barrasso (R-WY),diversified_core,SEN. JOHN ANTHONY BARRASSO,direct,matched,person-name,61500.0,20
Sen. John Boozman (R-AR),crypto_native,SEN. JOHN BOOZMAN,direct,matched,person-name,10300.0,4
Sen. John Boozman (R-AR),diversified_core,SEN. JOHN NICHOLS BOOZMAN,direct,matched,person-name,67500.0,23
Sen. John Boozman (R-AR),diversified_core,SEN. JOHN BOOZMAN,direct,matched,person-name,66500.0,22
Sen. John Boozman (R-AR),diversified_core,SEN JOHN BOOZMAN,direct,matched,person-name,62000.0,19
Sen. John Boozman (R-AR),diversified_core,JOHN BOOZMAN,direct,matched,person-name,60500.0,19
Sen. John Cornyn (R-TX),crypto_native,SENATOR JOHN CORNYN,direct,matched,person-name,3500.0,1
Sen. John Cornyn (R-TX),diversified_core,"SEN. JOHN CORNYN, III",direct,matched,person-name,78500.0,21
Sen. John Cornyn (R-TX),diversified_core,SEN JOHN CORNYN III,direct,matched,person-name,66000.0,19
Sen. John Cornyn (R-TX),diversified_core,JOHN CORNYN,direct,matched,person-name,62500.0,29
Sen. John Cornyn (R-TX),diversified_core,SEN. JOHN CORNYN,direct,matched,person-name,60041.0,23
Sen. John Fetterman (D-PA),crypto_native,SEN. JOHN FETTERMAN,direct,matched,person-name,1000.0,1
Sen. John Kennedy (R-LA),crypto_native,SENATOR JOHN KENNEDY,direct,matched,person-name,250.0,1
Sen. John R. Curtis (R-UT),crypto_native,SENATOR JOHN CURTIS,direct,matched,person-name,500.0,1
Sen. John R. Curtis (R-UT),diversified_core,JOHN CURTIS,direct,matched,person-name,60000.0,22
Sen. John Thune (R-SD),crypto_native,SEN. JOHN THUNE,direct,matched,person-name,4500.0,2
Sen. John Thune (R-SD),crypto_native,SENATOR JOHN THUNE,direct,matched,person-name,3000.0,2
Sen. John Thune (R-SD),diversified_core,JOHN THUNE,direct,matched,person-name,152000.0,39
Sen. John Thune (R-SD),diversified_core,SEN. JOHN THUNE,direct,matched,person-name,117595.0,30
Sen. John Thune (R-SD),diversified_core,SEN JOHN THUNE,direct,matched,person-name,100500.0,24
Sen. John Thune (R-SD),diversified_core,SEN. JOHN RANDOLPH THUNE,direct,matched,person-name,68000.0,21
Sen. Jon Tester (D-MT),diversified_core,SEN. JON TESTER,direct,matched,person-name,206250.0,70
Sen. Jon Tester (D-MT),diversified_core,JON TESTER,direct,matched,person-name,123950.0,56
Sen. Joni Ernst (R-IA),crypto_native,SEN. JONI ERNST,direct,matched,person-name,2000.0,1
Sen. Joni Ernst (R-IA),diversified_core,SEN. JONI ERNST,direct,matched,person-name,55000.0,15
Sen. Katie Boyd Britt (R-AL),crypto_native,SEN. KATIE BRITT,direct,matched,person-name,6000.0,2
Sen. Katie Boyd Britt (R-AL),crypto_native,SEN. KATIE BOYD BRITT,direct,matched,person-name,1000.0,1
Sen. Katie Boyd Britt (R-AL),diversified_core,KATIE BRITT,direct,matched,person-name,124250.0,43
Sen. Katie Boyd Britt (R-AL),diversified_core,SEN. KATIE BRITT,direct,matched,person-name,92500.0,29
Sen. Katie Boyd Britt (R-AL),diversified_core,SEN. KATIE BOYD BRITT,direct,matched,person-name,72000.0,26
Sen. Kevin Cramer (R-ND),diversified_core,SEN. KEVIN CRAMER,direct,matched,person-name,93000.0,30
Sen. Kevin Cramer (R-ND),diversified_core,KEVIN CRAMER,direct,matched,person-name,74500.0,23
Sen. Kirsten E. Gillibrand (D-NY),crypto_native,SEN. KIRSTEN GILLIBRAND,direct,matched,person-name,5800.0,2
Sen. Kirsten E. Gillibrand (D-NY),crypto_native,SEN. KRISTEN GILLIBRAND,direct,title-initial,person-name,5300.0,2
Sen. Kirsten E. Gillibrand (D-NY),crypto_native,GILLIBRAND FOR SENATE,campaign-committee,linked,committee-exact/fec-ccl,1250.0,2
Sen. Kirsten E. Gillibrand (D-NY),crypto_native,GILLIBRAND VICTORY FUND,"jfc-shared, unallocated",inferred,committee-exact/name-inference,500.0,1
Sen. Kirsten E. Gillibrand (D-NY),crypto_native,KIRSTEN GILLIBRAND,direct,matched,person-name,500.0,1
Sen. Kirsten E. Gillibrand (D-NY),diversified_core,SEN. KIRSTEN GILLIBRAND,direct,matched,person-name,57000.0,21
Sen. Kyrsten Sinema (I-AZ),diversified_core,SEN. KYRSTEN SINEMA,direct,matched,person-name,108090.0,47
Sen. Kyrsten Sinema (I-AZ),diversified_core,KYRSTEN SINEMA,direct,matched,person-name,100500.0,30
Sen. Lisa Blunt Rochester (D-DE),crypto_native,"CONGRESSIONAL BLACK CAUCUS FOUNDATION, SEN. LISA BLUNT ROCHESTER, REP. HAKEEM JEFFRIES, REP. GREGORY MEEKS, REP. YVETTE CLARKE, REP. ROBIN KELLY, REP. LAUREN UNDERWOOD, REP. JONATHAN JACKSON, REP. DWIGHT EVANS AND REP. GABE AMO","multi-honoree, unallocated",compound:matched,person-name,15000.0,1
Sen. Lisa Blunt Rochester (D-DE),crypto_native,REP. LISA BLUNT ROCHESTER,direct,matched,person-name,2000.0,2
Sen. Lisa Blunt Rochester (D-DE),crypto_native,SEN. LISA BLUNT ROCHESTER,direct,matched,person-name,500.0,1
Sen. Lisa Blunt Rochester (D-DE),diversified_core,LISA BLUNT ROCHESTER,direct,matched,person-name,109750.0,38
Sen. Lisa Blunt Rochester (D-DE),diversified_core,REP. LISA BLUNT ROCHESTER,direct,matched,person-name,83500.0,31
Sen. Lisa Murkowski (R-AK),diversified_core,SEN. LISA MURKOWSKI,direct,matched,person-name,53500.0,18
Sen. Margaret Wood Hassan (D-NH),diversified_core,MAGGIE HASSAN,direct,matched,person-name,68500.0,27
Sen. Margaret Wood Hassan (D-NH),diversified_core,SEN. MARGARET WOOD HASSAN,direct,matched,person-name,61834.0,29
Sen. Mark R. Warner (D-VA),crypto_native,MARK WARNER ACTION FUND,"jfc-shared, unallocated",inferred,committee-exact/name-inference,5000.0,1
Sen. Mark R. Warner (D-VA),crypto_native,SENATOR MARK WARNER,direct,matched,person-name,3500.0,1
Sen. Mark R. Warner (D-VA),crypto_native,SEN. MARK WARNER,direct,matched,person-name,1000.0,1
Sen. Mark R. Warner (D-VA),diversified_core,SEN. MARK WARNER,direct,matched,person-name,177200.0,55
Sen. Mark R. Warner (D-VA),diversified_core,MARK WARNER,direct,matched,person-name,146850.0,64
Sen. Mark R. Warner (D-VA),diversified_core,SEN. MARK ROBERT WARNER,direct,matched,person-name,78500.0,28
Sen. Mark R. Warner (D-VA),diversified_core,SEN MARK R WARNER,direct,matched,person-name,71500.0,19
Sen. Marsha Blackburn (R-TN),diversified_core,SEN MARSHA BLACKBURN,direct,matched,person-name,68500.0,23
Sen. Martin Heinrich (D-NM),crypto_native,SEN. MARTIN HEINRICH,direct,matched,person-name,1000.0,1
Sen. Martin Heinrich (D-NM),diversified_core,SEN. MARTIN HEINRICH,direct,matched,person-name,58500.0,26
Sen. Michael F. Bennet (D-CO),crypto_native,BENNET COLORADO VICTORY FUND,"jfc-shared, unallocated",inferred,committee-exact/name-inference,1000.0,1
Sen. Mike Crapo (R-ID),crypto_native,SEN. MIKE CRAPO,direct,matched,person-name,4900.0,2
Sen. Mike Crapo (R-ID),crypto_native,DEN. MICHAEL D. CRAPO,direct,matched,person-name,1000.0,1
Sen. Mike Crapo (R-ID),diversified_core,SEN. MIKE CRAPO,direct,matched,person-name,88000.0,23
Sen. Mike Crapo (R-ID),diversified_core,SEN MIKE CRAPO,direct,matched,person-name,71500.0,17
Sen. Mike Crapo (R-ID),diversified_core,MICHAEL CRAPO,direct,matched,person-name,69500.0,23
Sen. Mike Crapo (R-ID),diversified_core,SEN. MICHAEL DEAN CRAPO,direct,matched,person-name,68000.0,28
Sen. Mike Rounds (R-SD),crypto_native,SEN. MIKE ROUNDS,direct,matched,person-name,7000.0,3
Sen. Mike Rounds (R-SD),diversified_core,SEN. MIKE ROUNDS,direct,matched,person-name,132500.0,47
Sen. Mike Rounds (R-SD),diversified_core,MIKE ROUNDS,direct,matched,person-name,106500.0,34
Sen. Mike Rounds (R-SD),diversified_core,SEN MIKE ROUNDS,direct,matched,person-name,84000.0,25
Sen. Mike Rounds (R-SD),diversified_core,SEN. M. MICHAEL ROUNDS,direct,matched,person-name,57000.0,20
Sen. Mitch McConnell (R-KY),diversified_core,SEN. MITCH MCCONNELL,direct,matched,person-name,77000.0,21
Sen. Mitch McConnell (R-KY),diversified_core,MITCH MCCONNELL,direct,matched,person-name,67000.0,18
Sen. Patrick J. Toomey (R-PA),crypto_native,SEN. PATRICK TOOMEY,direct,matched,person-name,53790.0,1
Sen. Patty Murray (D-WA),diversified_core,SEN. PATTY MURRAY,direct,matched,person-name,67500.0,19
Sen. Pete Ricketts (R-NE),diversified_core,PETE RICKETTS,direct,matched,person-name,68000.0,23
Sen. Raphael G. Warnock (D-GA),crypto_native,SEN. RAPHAEL WARNOCK,direct,matched,person-name,500.0,1
Sen. Rick Scott (R-FL),crypto_native,SENATOR RICK SCOTT,direct,matched,person-name,2500.0,1
Sen. Robert Menendez (D-NJ),crypto_native,SEN. ROBERT MENENDEZ,direct,title-chamber,person-name,1000.0,1
Sen. Robert Menendez (D-NJ),crypto_native,MENENDEZ FOR SENATE,campaign-committee,linked,committee-exact/fec-ccl,1000.0,1
"Sen. Robert P. Casey, Jr. (D-PA)",crypto_native,SEN. ROBERT CASEY,direct,matched,person-name,500.0,1
"Sen. Robert P. Casey, Jr. (D-PA)",crypto_native,VICTORY NOW FOR CASEY,"jfc-shared, unallocated",inferred,committee-exact/name-inference,500.0,1
"Sen. Robert P. Casey, Jr. (D-PA)",crypto_native,SEN. BOB CASEY,direct,matched,person-name,250.0,1
Sen. Ron Wyden (D-OR),crypto_native,RONALD LEE WYDEN,direct,matched,person-name,5000.0,2
Sen. Ron Wyden (D-OR),crypto_native,SEN. RONALD LEE WYDEN,direct,matched,person-name,2900.0,1
Sen. Ruben Gallego (D-AZ),crypto_native,SENATOR RUBEN GALLEGO,direct,matched,person-name,6500.0,3
Sen. Ruben Gallego (D-AZ),crypto_native,RUBEN GALLEGO,direct,matched,person-name,1500.0,2
Sen. Ruben Gallego (D-AZ),crypto_native,SEN. RUBEN GALLEGO,direct,matched,person-name,1000.0,1
Sen. Ruben Gallego (D-AZ),crypto_native,REP. RUBEN GALLEGO,direct,matched,person-name,500.0,1
Sen. Sherrod Brown (D-OH),crypto_native,SEN. SHERROD BROWN,direct,matched,person-name,1000.0,1
Sen. Sherrod Brown (D-OH),diversified_core,SEN. SHERROD BROWN,direct,matched,person-name,88000.0,31
Sen. Sherrod Brown (D-OH),diversified_core,SHERROD BROWN,direct,matched,person-name,67650.0,25
Sen. Sherrod Brown (D-OH),diversified_core,SEN SHERROD BROWN,direct,matched,person-name,65000.0,16
Sen. Sherrod Brown (D-OH),diversified_core,SEN. SHERROD CAMPBELL BROWN,direct,matched,person-name,60500.0,20
Sen. Steve Daines (R-MT),crypto_native,SENATOR STEVE DAINES,direct,matched,person-name,2500.0,1
Sen. Steve Daines (R-MT),crypto_native,SEN. STEVE DAINES,direct,matched,person-name,2000.0,1
Sen. Steve Daines (R-MT),diversified_core,SEN STEVE DAINES,direct,matched,person-name,145000.0,26
Sen. Steve Daines (R-MT),diversified_core,SEN. STEVE DAINES,direct,matched,person-name,104000.0,33
Sen. Steve Daines (R-MT),diversified_core,STEVEN DAINES,direct,matched,person-name,60500.0,20
Sen. Steve Daines (R-MT),diversified_core,SEN. STEVE DAVID DAINES,direct,matched,person-name,53500.0,22
Sen. Ted Budd (R-NC),crypto_native,SEN. THEODORE BUDD,direct,title-initial,person-name,2000.0,1
Sen. Ted Budd (R-NC),diversified_core,SEN TED BUDD,direct,matched,person-name,55000.0,15
Sen. Ted Cruz (R-TX),crypto_native,TED CRUZ,direct,matched,person-name,1000.0,1
Sen. Thom Tillis (R-NC),crypto_native,SENATOR THOM TILLIS,direct,matched,person-name,3000.0,2
Sen. Thom Tillis (R-NC),diversified_core,THOM TILLIS,direct,matched,person-name,151750.0,47
Sen. Thom Tillis (R-NC),diversified_core,SEN. THOM TILLIS,direct,matched,person-name,129750.0,42
Sen. Thom Tillis (R-NC),diversified_core,SEN THOM TILLIS,direct,matched,person-name,88000.0,21
Sen. Thom Tillis (R-NC),diversified_core,SEN. THOMAS ROLAND TILLIS,direct,title-initial,person-name,73000.0,24
Sen. Tim Kaine (D-VA),diversified_core,SEN. TIM KAINE,direct,matched,person-name,83750.0,30
Sen. Tim Scott (R-SC),crypto_native,SEN. TIMOTHY SCOTT,direct,matched,person-name,9900.0,2
Sen. Tim Scott (R-SC),crypto_native,SEN. TIM SCOTT,direct,matched,person-name,5000.0,4
Sen. Tim Scott (R-SC),crypto_native,TOMORROW IS MEANINGFUL PAC - FEDERAL; TIM SCOTT FOR AMERICA; NRSC,leadership-pac,compound:linked,committee-exact/openfec-sponsor,5000.0,1
Sen. Tim Scott (R-SC),crypto_native,TOMORROW IS MEANINGFUL PAC - FEDERAL; TIM SCOTT FOR AMERICA; NRSC,campaign-committee,compound:linked,committee-exact/fec-ccl,5000.0,1
Sen. Tim Scott (R-SC),crypto_native,SENATOR TIM SCOTT,direct,matched,person-name,3000.0,2
Sen. Tim Scott (R-SC),crypto_native,SEN. TIMOTHY E. SCOTT,direct,matched,person-name,2500.0,1
Sen. Tim Scott (R-SC),crypto_native,SENATOR TIMOTHY SCOTT,direct,matched,person-name,2500.0,1
Sen. Tim Scott (R-SC),diversified_core,TIM SCOTT,direct,matched,person-name,165750.0,52
Sen. Tim Scott (R-SC),diversified_core,SEN. TIM SCOTT,direct,matched,person-name,159000.0,47
Sen. Tim Scott (R-SC),diversified_core,SEN. TIMOTHY EUGENE SCOTT,direct,matched,person-name,110500.0,33
Sen. Tim Scott (R-SC),diversified_core,SEN TIM SCOTT,direct,matched,person-name,95000.0,21
Sen. Tim Sheehy (R-MT),crypto_native,SEN. TIM SHEEHY,direct,matched,person-name,3300.0,1
Sen. Tim Sheehy (R-MT),crypto_native,TIM SHEEHY,direct,matched,person-name,1000.0,1
Sen. Tina Smith (D-MN),diversified_core,SEN. TINA SMITH,direct,title-chamber,person-name,94000.0,35
Sen. Todd Young (R-IN),diversified_core,SEN. TODD CHRISTOPHER YOUNG,direct,matched,person-name,63000.0,23
Sen. Todd Young (R-IN),diversified_core,SEN. TODD YOUNG,direct,matched,person-name,57500.0,17
Sen. Todd Young (R-IN),diversified_core,TODD YOUNG,direct,matched,person-name,53000.0,19
