member,giver_slice,raw_recipient_string_as_filed,tier,confidence,source,total,items
Rep. Grace Meng (D-NY),aipac,REP GRACE MENG,direct,matched,person-name,20000.0,7
Rep. Greg Landsman (D-OH),aipac,REP GREG LANDSMAN,direct,matched,person-name,15000.0,3
Rep. Greg Pence (R-IN),aipac,REP GREG PENCE,direct,matched,person-name,7900.0,2
Rep. Greg Stanton (D-AZ),aipac,REP GREG STANTON,direct,matched,person-name,20000.0,5
Rep. Gregory F. Murphy (R-NC),aipac,REP GREGORY F MURPHY,direct,matched,person-name,27900.0,6
Rep. Gregory W. Meeks (D-NY),aipac,REP GREGORY MEEKS,direct,matched,person-name,15000.0,3
Rep. Gregory W. Meeks (D-NY),aipac,REP GREGORY W MEEKS,direct,matched,person-name,10000.0,3
Rep. Gus M. Bilirakis (R-FL),aipac,REP GUS BILIRAKIS,direct,matched,person-name,25000.0,6
Rep. Guy Reschenthaler (R-PA),aipac,REP GUY RESCHENTHALER,direct,matched,person-name,25000.0,6
Rep. H. Morgan Griffith (R-VA),aipac,REP MORGAN GRIFFITH,direct,matched,person-name,20000.0,5
Rep. Hakeem S. Jeffries (D-NY),aipac,REP HAKEEM JEFFRIES,direct,matched,person-name,10000.0,4
Rep. Haley M. Stevens (D-MI),aipac,REP HALEY STEVENS,direct,matched,person-name,25000.0,6
Rep. Harold Rogers (R-KY),aipac,REP HAL ROGERS,direct,matched,person-name,15000.0,4
Rep. Harriet M. Hageman (R-WY),aipac,REP HARRIET HAGEMAN,direct,matched,person-name,10000.0,2
Rep. Henry Cuellar (D-TX),aipac,REP HENRY CUELLAR,direct,matched,person-name,25800.0,6
Rep. Hillary J. Scholten (D-MI),aipac,REP HILLARY SCHOLTEN,direct,matched,person-name,11000.0,3
Rep. J. French Hill (R-AR),aipac,REP FRENCH HILL,direct,matched,person-name,17900.0,4
Rep. Jack Bergman (R-MI),aipac,REP JACK BERGMAN,direct,matched,person-name,20000.0,5
Rep. Jackie Walorski (R-IN),aipac,REP JACKIE WALORSKI,direct,matched,person-name,7900.0,2
Rep. Jaime Herrera Beutler (R-WA),aipac,REP JAIME HERRERA BEUTLER,direct,matched,person-name,10000.0,4
Rep. Jake Auchincloss (D-MA),aipac,REP JAKE AUCHINCLOSS,direct,matched,person-name,25000.0,6
Rep. Jake Ellzey (R-TX),aipac,REP JAKE ELLZEY,direct,matched,person-name,27900.0,6
Rep. Jake LaTurner (R-KS),aipac,REP JAKE LATURNER,direct,matched,person-name,20000.0,5
Rep. James A. Himes (D-CT),aipac,REP JIM HIMES,direct,matched,person-name,10500.0,4
Rep. James Comer (R-KY),aipac,REP JAMES COMER JR,direct,matched,person-name,17900.0,4
Rep. James E. Clyburn (D-SC),aipac,REP JAMES E CLYBURN,direct,matched,person-name,10000.0,5
Rep. James R. Baird (R-IN),aipac,REP JIM BAIRD,direct,matched,person-name,20000.0,5
Rep. Jared F. Golden (D-ME),aipac,REP JARED GOLDEN,direct,matched,person-name,22900.0,5
Rep. Jared Moskowitz (D-FL),aipac,REP JARED MOSKOWITZ,direct,matched,person-name,20000.0,4
Rep. Jared Moskowitz (D-FL),aipac,REP JARED EVAN MOSKOWITZ,direct,matched,person-name,10000.0,2
Rep. Jason Crow (D-CO),aipac,REP JASON CROW,direct,matched,person-name,10500.0,4
Rep. Jason Smith (R-MO),aipac,REP JASON SMITH,direct,matched,person-name,15000.0,4
Rep. Jay Obernolte (R-CA),aipac,REP JAY OBERNOLTE,direct,matched,person-name,22900.0,5
Rep. Jeff Duncan (R-SC),aipac,REP JEFF D DUNCAN,direct,matched,person-name,7900.0,2
Rep. Jeff Jackson (D-NC),aipac,JEFF JACKSON,direct,matched,person-name,7900.0,2
Rep. Jefferson Shreve (R-IN),aipac,REP JEFFERSON SHREVE,direct,matched,person-name,10000.0,2
Rep. Jefferson Van Drew (R-NJ),aipac,REP JEFFERSON VAN DREW,direct,matched,person-name,22900.0,5
Rep. Jennifer A. Kiggans (R-VA),aipac,REP JEN KIGGANS,direct,title-initial,person-name,10000.0,2
Rep. Jennifer L. McClellan (D-VA),aipac,REP JENNIFER MCCLELLAN,direct,matched,person-name,10000.0,2
Rep. Jerry L. Carl (R-AL),aipac,REP JERRY L CARL JR,direct,matched,person-name,10000.0,3
Rep. Jim Costa (D-CA),aipac,REP JIM COSTA,direct,matched,person-name,30000.0,7
Rep. Jim Jordan (R-OH),aipac,REP JIM JORDAN,direct,matched,person-name,20000.0,5
Rep. Jimmy Gomez (D-CA),aipac,REP JIMMY GOMEZ,direct,matched,person-name,17900.0,4
Rep. Jimmy Panetta (D-CA),aipac,REP JIMMY PANETTA,direct,matched,person-name,20000.0,5
Rep. Jimmy Patronis (R-FL),aipac,REP JIMMY PATRONIS JR,direct,matched,person-name,10000.0,2
Rep. Jodey C. Arrington (R-TX),aipac,REP JODEY ARRINGTON,direct,matched,person-name,17900.0,4
Rep. Joe Courtney (D-CT),aipac,REP JOE COURTNEY,direct,matched,person-name,16000.0,5
Rep. Joe Neguse (D-CO),aipac,REP JOE NEGUSE,direct,matched,person-name,27100.0,7
Rep. Joe Wilson (R-SC),aipac,REP JOE WILSON,direct,matched,person-name,20000.0,5
Rep. John B. Larson (D-CT),aipac,REP JOHN LARSON,direct,matched,person-name,17000.0,5
Rep. John H. Rutherford (R-FL),aipac,REP JOHN RUTHERFORD,direct,matched,person-name,21000.0,6
Rep. John J. McGuire III (R-VA),aipac,JOHN MCGUIRE,direct,matched,person-name,10000.0,2
Rep. John James (R-MI),aipac,REP JOHN JAMES,direct,matched,person-name,10000.0,2
Rep. John R. Carter (R-TX),aipac,REP JOHN CARTER,direct,matched,person-name,22900.0,5
Rep. John R. Moolenaar (R-MI),aipac,REP JOHN MOOLENAAR,direct,matched,person-name,21000.0,6
Rep. John S. Duarte (R-CA),aipac,REP JOHN DUARTE,direct,matched,person-name,10000.0,2
Rep. John W. Rose (R-TN),aipac,REP JOHN ROSE,direct,matched,person-name,25000.0,6
Rep. Jonathan L. Jackson (D-IL),aipac,REP JONATHAN JACKSON,direct,matched,person-name,15000.0,3
Rep. Joseph D. Morelle (D-NY),aipac,REP JOSEPH MORELLE,direct,matched,person-name,37100.0,9
Rep. Josh Brecheen (R-OK),aipac,REP JOSH BRECHEEN,direct,matched,person-name,20000.0,4
Rep. Josh Gottheimer (D-NJ),aipac,REP JOSH GOTTHEIMER,direct,matched,person-name,15000.0,4
Rep. Josh Harder (D-CA),aipac,REP JOSH HARDER,direct,matched,person-name,17900.0,4
Rep. Joyce Beatty (D-OH),aipac,REP JOYCE BEATTY,direct,matched,person-name,20000.0,5
Rep. Juan Ciscomani (R-AZ),aipac,REP JUAN CISCOMANI,direct,matched,person-name,10000.0,2
Rep. Juan Vargas (D-CA),aipac,REP JUAN VARGAS,direct,matched,person-name,20000.0,6
Rep. Julia Brownley (D-CA),aipac,REP JULIA BROWNLEY,direct,matched,person-name,17900.0,4
Rep. Julia Letlow (R-LA),aipac,REP JULIA LETLOW,direct,matched,person-name,20000.0,5
Rep. Kat Cammack (R-FL),aipac,REP KAT CAMMACK,direct,matched,person-name,35000.0,8
Rep. Katherine M. Clark (D-MA),aipac,REP KATHERINE CLARK,direct,matched,person-name,25000.0,6
Rep. Kathy Castor (D-FL),aipac,REP KATHY CASTOR,direct,matched,person-name,25000.0,6
Rep. Kathy E. Manning (D-NC),aipac,REP KATHY MANNING,direct,matched,person-name,10000.0,3
Rep. Kay Granger (R-TX),aipac,REP KAY GRANGER,direct,matched,person-name,10000.0,3
Rep. Keith Self (R-TX),aipac,REP KEITH SELF,direct,matched,person-name,16000.0,4
Rep. Kelly Armstrong (R-ND),aipac,REP KELLY ARMSTRONG,direct,matched,person-name,7900.0,2
Rep. Ken Buck (R-CO),aipac,REP KEN BUCK,direct,matched,person-name,10000.0,3
Rep. Ken Calvert (R-CA),aipac,REP KEN CALVERT,direct,matched,person-name,20000.0,6
Rep. Kevin Hern (R-OK),aipac,REP KEVIN HERN,direct,matched,person-name,30000.0,7
Rep. Kevin Kiley (I-CA),aipac,REP KEVIN KILEY,direct,matched,person-name,15000.0,3
Rep. Kevin Mullin (D-CA),aipac,REP KEVIN MULLIN,direct,matched,person-name,10000.0,2
Rep. Kevin Mullin (D-CA),aipac,KEVIN MULLIN,direct,matched,person-name,7900.0,2
Rep. Kim Schrier (D-WA),aipac,REP KIM SCHRIER,direct,matched,person-name,20000.0,5
Rep. Kweisi Mfume (D-MD),aipac,KWEISI MFUME,direct,matched,person-name,20000.0,5
Rep. Lance Gooden (R-TX),aipac,REP LANCE GOODEN,direct,matched,person-name,27900.0,6
Rep. Larry Bucshon (R-IN),aipac,REP LARRY BUCSHON,direct,matched,person-name,7900.0,2
Rep. Laurel M. Lee (R-FL),aipac,REP LAUREL LEE,direct,title-initial,person-name,15000.0,3
Rep. Lisa C. McClain (R-MI),aipac,REP LISA MCCLAIN,direct,matched,person-name,20000.0,5
Rep. Lizzie Fletcher (D-TX),aipac,REP LIZZIE FLETCHER,direct,matched,person-name,10000.0,2
Rep. Lizzie Fletcher (D-TX),aipac,REP LIZZIE PANNILL FLETCHER,direct,matched,person-name,7900.0,2
Rep. Lloyd Smucker (R-PA),aipac,REP LLOYD SMUCKER,direct,matched,person-name,22900.0,5
Rep. Lois Frankel (D-FL),aipac,REP LOIS FRANKEL,direct,matched,person-name,20000.0,5
Rep. Lori Trahan (D-MA),aipac,REP LORI TRAHAN,direct,matched,person-name,10000.0,3
Rep. Lucy McBath (D-GA),aipac,REP LUCY MCBATH,direct,matched,person-name,22900.0,5
Rep. Luz M. Rivas (D-CA),aipac,LUZ RIVAS,direct,matched,person-name,10000.0,2
Rep. Maggie Goodlander (D-NH),aipac,REP MAGGIE GOODLANDER,direct,matched,person-name,10000.0,2
Rep. Marc A. Veasey (D-TX),aipac,REP MARC VEASEY,direct,matched,person-name,33900.0,8
Rep. Marcus J. Molinaro (R-NY),aipac,REP MARC MOLINARO,direct,matched,person-name,10000.0,2
Rep. Maria Elvira Salazar (R-FL),aipac,REP MARIA SALAZAR,direct,matched,person-name,17100.0,5
Rep. Maria Elvira Salazar (R-FL),aipac,REP MARIA ELVIRA SALAZAR,direct,matched,person-name,10000.0,2
Rep. Marie Gluesenkamp Perez (D-WA),aipac,REP MARIE GLUESENKAMP PEREZ,direct,matched,person-name,20000.0,4
Rep. Marilyn Strickland (D-WA),aipac,REP MARILYN STRICKLAND,direct,matched,person-name,22100.0,6
Rep. Mark Alford (R-MO),aipac,REP MARK ALFORD,direct,matched,person-name,25000.0,5
Rep. Mark E. Amodei (R-NV),aipac,REP MARK AMODEI,direct,matched,person-name,17900.0,4
Rep. Mark E. Green (R-TN),aipac,REP MARK GREEN,direct,matched,person-name,12900.0,3
Rep. Marlin A. Stutzman (R-IN),aipac,REP MARLIN A STUTZMAN,direct,matched,person-name,15000.0,3
Rep. Mary Sattler Peltola (D-AK),aipac,REP MARY SATTLER PELTOLA,direct,matched,person-name,10000.0,3
Rep. Matt Cartwright (D-PA),aipac,REP MATT CARTWRIGHT,direct,matched,person-name,17900.0,5
"Rep. Matthew M. Rosendale, Sr. (R-MT)",aipac,REP MATT ROSENDALE SR,direct,matched,person-name,7900.0,2
Rep. Max L. Miller (R-OH),aipac,REP MAX MILLER,direct,matched,person-name,10000.0,2
Rep. Michael A. Rulli (R-OH),aipac,REP MICHAEL RULLI,direct,matched,person-name,15000.0,3
Rep. Michael Baumgartner (R-WA),aipac,REP MICHAEL BAUMGARTNER,direct,matched,person-name,10000.0,2
Rep. Michael C. Burgess (R-TX),aipac,REP MICHAEL C BURGESS,direct,matched,person-name,7900.0,2
Rep. Michael Cloud (R-TX),aipac,REP MICHAEL CLOUD,direct,matched,person-name,17900.0,4
Rep. Michael Guest (R-MS),aipac,REP MICHAEL GUEST,direct,matched,person-name,17900.0,4
Rep. Michael K. Simpson (R-ID),aipac,REP MIKE SIMPSON,direct,matched,person-name,22900.0,5
Rep. Michael Lawler (R-NY),aipac,REP MIKE LAWLER,direct,matched,person-name,25000.0,5
Rep. Michael R. Turner (R-OH),aipac,REP MIKE TURNER,direct,matched,person-name,16000.0,5
Rep. Michael T. McCaul (R-TX),aipac,REP MICHAEL MCCAUL,direct,matched,person-name,30000.0,7
Rep. Michael Waltz (R-FL),aipac,REP MIKE WALTZ,direct,matched,person-name,15000.0,4
Rep. Michelle Fischbach (R-MN),aipac,REP MICHELLE FISCHBACH,direct,matched,person-name,21000.0,6
Rep. Michelle Steel (R-CA),aipac,REP MICHELLE STEEL,direct,matched,person-name,17900.0,4
Rep. Mike Bost (R-IL),aipac,REP MIKE BOST,direct,matched,person-name,25000.0,6
Rep. Mike Carey (R-OH),aipac,REP MIKE CAREY,direct,matched,person-name,20000.0,4
Rep. Mike Ezell (R-MS),aipac,REP MIKE EZELL,direct,matched,person-name,20000.0,4
Rep. Mike Flood (R-NE),aipac,REP MIKE FLOOD,direct,matched,person-name,10000.0,2
Rep. Mike Flood (R-NE),aipac,MIKE FLOOD,direct,matched,person-name,10000.0,3
Rep. Mike Gallagher (R-WI),aipac,REP MIKE GALLAGHER,direct,matched,person-name,10000.0,3
Rep. Mike Garcia (R-CA),aipac,REP MIKE GARCIA,direct,matched,person-name,22900.0,5
Rep. Mike Haridopolos (R-FL),aipac,REP MICHAEL HARIDOPOLOS,direct,matched,person-name,10000.0,2
Rep. Mike Johnson (R-LA),aipac,REP MIKE JOHNSON,direct,matched,person-name,20000.0,5
Rep. Mike Kelly (R-PA),aipac,REP MIKE KELLY JR,direct,matched,person-name,17900.0,4
Rep. Mike Kennedy (R-UT),aipac,REP MICHAEL S KENNEDY,direct,matched,person-name,10000.0,2
Rep. Mike Levin (D-CA),aipac,REP MIKE LEVIN,direct,matched,person-name,22900.0,5
Rep. Mike Quigley (D-IL),aipac,REP MIKE QUIGLEY,direct,matched,person-name,20000.0,5
Rep. Mike Rogers (R-AL),aipac,REP MIKE ROGERS,direct,matched,person-name,20000.0,5
Rep. Mikie Sherrill (D-NJ),aipac,REP MIKIE SHERRILL,direct,matched,person-name,7900.0,2
Rep. Monica De La Cruz (R-TX),aipac,REP MONICA DE LA CRUZ,direct,matched,person-name,15000.0,3
Rep. Morgan Luttrell (R-TX),aipac,REP MORGAN LUTTRELL,direct,matched,person-name,10000.0,2
Rep. Morgan McGarvey (D-KY),aipac,MORGAN MCGARVEY,direct,matched,person-name,7900.0,2
