first_name,last_name,filing_year,filing_period,filing_uuid,lda_public_url
JEFFREY,COLMAN,2025,first_quarter,f91b0c9f-3424-470e-96ff-76e61de5b45e,https://lda.senate.gov/filings/public/filing/f91b0c9f-3424-470e-96ff-76e61de5b45e/print/
JEFFREY,COLMAN,2025,fourth_quarter,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
JEFFREY,COLMAN,2025,second_quarter,3cf55620-b4ec-4bf7-9c23-771dbe9a4681,https://lda.senate.gov/filings/public/filing/3cf55620-b4ec-4bf7-9c23-771dbe9a4681/print/
JEFFREY,COLMAN,2025,third_quarter,33a4922e-6731-42fc-8fc1-58e737fa2a9a,https://lda.senate.gov/filings/public/filing/33a4922e-6731-42fc-8fc1-58e737fa2a9a/print/
MARVIN,FEUER,2022,first_quarter,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
MARVIN,FEUER,2022,fourth_quarter,6303ae26-7164-4b27-9bde-98f46f66a807,https://lda.senate.gov/filings/public/filing/6303ae26-7164-4b27-9bde-98f46f66a807/print/
MARVIN,FEUER,2022,second_quarter,2288add7-94eb-405d-a75e-5b2f629c080a,https://lda.senate.gov/filings/public/filing/2288add7-94eb-405d-a75e-5b2f629c080a/print/
MARVIN,FEUER,2022,third_quarter,ab368ce0-f3f5-4fa6-b723-2de75b38f273,https://lda.senate.gov/filings/public/filing/ab368ce0-f3f5-4fa6-b723-2de75b38f273/print/
MARVIN,FEUER,2023,first_quarter,2f4915af-1c96-4567-8a5e-2f15f2b04c5a,https://lda.senate.gov/filings/public/filing/2f4915af-1c96-4567-8a5e-2f15f2b04c5a/print/
MARVIN,FEUER,2023,fourth_quarter,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
MARVIN,FEUER,2023,second_quarter,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
MARVIN,FEUER,2023,third_quarter,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
MARVIN,FEUER,2024,first_quarter,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
MARVIN,FEUER,2024,fourth_quarter,c8ec224e-94fa-4f2f-bd77-1b8e07955e02,https://lda.senate.gov/filings/public/filing/c8ec224e-94fa-4f2f-bd77-1b8e07955e02/print/
MARVIN,FEUER,2024,second_quarter,db033c64-6f06-4019-b7db-caaa264c3f50,https://lda.senate.gov/filings/public/filing/db033c64-6f06-4019-b7db-caaa264c3f50/print/
MARVIN,FEUER,2024,third_quarter,5b1aab0b-7b01-42f0-99b9-e3a090b1a289,https://lda.senate.gov/filings/public/filing/5b1aab0b-7b01-42f0-99b9-e3a090b1a289/print/
MARVIN,FEUER,2025,first_quarter,f91b0c9f-3424-470e-96ff-76e61de5b45e,https://lda.senate.gov/filings/public/filing/f91b0c9f-3424-470e-96ff-76e61de5b45e/print/
MARVIN,FEUER,2025,fourth_quarter,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
MARVIN,FEUER,2025,second_quarter,3cf55620-b4ec-4bf7-9c23-771dbe9a4681,https://lda.senate.gov/filings/public/filing/3cf55620-b4ec-4bf7-9c23-771dbe9a4681/print/
MARVIN,FEUER,2025,third_quarter,33a4922e-6731-42fc-8fc1-58e737fa2a9a,https://lda.senate.gov/filings/public/filing/33a4922e-6731-42fc-8fc1-58e737fa2a9a/print/
MARVIN,FEUER,2026,first_quarter,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3,https://lda.senate.gov/filings/public/filing/ad4e8e54-def8-4563-97c5-0ac5a0ca16a3/print/
MICHAEL,FLEISCHMAN,2022,first_quarter,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
MICHAEL,FLEISCHMAN,2022,fourth_quarter,6303ae26-7164-4b27-9bde-98f46f66a807,https://lda.senate.gov/filings/public/filing/6303ae26-7164-4b27-9bde-98f46f66a807/print/
MICHAEL,FLEISCHMAN,2022,second_quarter,2288add7-94eb-405d-a75e-5b2f629c080a,https://lda.senate.gov/filings/public/filing/2288add7-94eb-405d-a75e-5b2f629c080a/print/
MICHAEL,FLEISCHMAN,2022,third_quarter,ab368ce0-f3f5-4fa6-b723-2de75b38f273,https://lda.senate.gov/filings/public/filing/ab368ce0-f3f5-4fa6-b723-2de75b38f273/print/
MICHAEL,FLEISCHMAN,2023,first_quarter,2f4915af-1c96-4567-8a5e-2f15f2b04c5a,https://lda.senate.gov/filings/public/filing/2f4915af-1c96-4567-8a5e-2f15f2b04c5a/print/
MICHAEL,FLEISCHMAN,2023,fourth_quarter,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
MICHAEL,FLEISCHMAN,2023,second_quarter,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
MICHAEL,FLEISCHMAN,2023,third_quarter,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
MICHAEL,FLEISCHMAN,2024,first_quarter,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
MICHAEL,FLEISCHMAN,2024,second_quarter,db033c64-6f06-4019-b7db-caaa264c3f50,https://lda.senate.gov/filings/public/filing/db033c64-6f06-4019-b7db-caaa264c3f50/print/
MICHAEL,FLEISCHMAN,2024,third_quarter,5b1aab0b-7b01-42f0-99b9-e3a090b1a289,https://lda.senate.gov/filings/public/filing/5b1aab0b-7b01-42f0-99b9-e3a090b1a289/print/
DAVID,GILLETTE,2022,first_quarter,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
DAVID,GILLETTE,2022,fourth_quarter,6303ae26-7164-4b27-9bde-98f46f66a807,https://lda.senate.gov/filings/public/filing/6303ae26-7164-4b27-9bde-98f46f66a807/print/
DAVID,GILLETTE,2022,second_quarter,2288add7-94eb-405d-a75e-5b2f629c080a,https://lda.senate.gov/filings/public/filing/2288add7-94eb-405d-a75e-5b2f629c080a/print/
DAVID,GILLETTE,2022,third_quarter,ab368ce0-f3f5-4fa6-b723-2de75b38f273,https://lda.senate.gov/filings/public/filing/ab368ce0-f3f5-4fa6-b723-2de75b38f273/print/
DAVID,GILLETTE,2023,first_quarter,2f4915af-1c96-4567-8a5e-2f15f2b04c5a,https://lda.senate.gov/filings/public/filing/2f4915af-1c96-4567-8a5e-2f15f2b04c5a/print/
DAVID,GILLETTE,2023,fourth_quarter,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
DAVID,GILLETTE,2023,second_quarter,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
DAVID,GILLETTE,2023,third_quarter,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
DAVID,GILLETTE,2024,first_quarter,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
DAVID,GILLETTE,2024,fourth_quarter,c8ec224e-94fa-4f2f-bd77-1b8e07955e02,https://lda.senate.gov/filings/public/filing/c8ec224e-94fa-4f2f-bd77-1b8e07955e02/print/
DAVID,GILLETTE,2024,second_quarter,db033c64-6f06-4019-b7db-caaa264c3f50,https://lda.senate.gov/filings/public/filing/db033c64-6f06-4019-b7db-caaa264c3f50/print/
DAVID,GILLETTE,2024,third_quarter,5b1aab0b-7b01-42f0-99b9-e3a090b1a289,https://lda.senate.gov/filings/public/filing/5b1aab0b-7b01-42f0-99b9-e3a090b1a289/print/
DAVID,GILLETTE,2025,first_quarter,f91b0c9f-3424-470e-96ff-76e61de5b45e,https://lda.senate.gov/filings/public/filing/f91b0c9f-3424-470e-96ff-76e61de5b45e/print/
DAVID,GILLETTE,2025,fourth_quarter,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
DAVID,GILLETTE,2025,second_quarter,3cf55620-b4ec-4bf7-9c23-771dbe9a4681,https://lda.senate.gov/filings/public/filing/3cf55620-b4ec-4bf7-9c23-771dbe9a4681/print/
DAVID,GILLETTE,2025,third_quarter,33a4922e-6731-42fc-8fc1-58e737fa2a9a,https://lda.senate.gov/filings/public/filing/33a4922e-6731-42fc-8fc1-58e737fa2a9a/print/
DAVID,GILLETTE,2026,first_quarter,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3,https://lda.senate.gov/filings/public/filing/ad4e8e54-def8-4563-97c5-0ac5a0ca16a3/print/
CELIA,GLASSMAN,2024,fourth_quarter,c8ec224e-94fa-4f2f-bd77-1b8e07955e02,https://lda.senate.gov/filings/public/filing/c8ec224e-94fa-4f2f-bd77-1b8e07955e02/print/
CELIA,GLASSMAN,2024,third_quarter,5b1aab0b-7b01-42f0-99b9-e3a090b1a289,https://lda.senate.gov/filings/public/filing/5b1aab0b-7b01-42f0-99b9-e3a090b1a289/print/
CELIA,GLASSMAN,2025,first_quarter,f91b0c9f-3424-470e-96ff-76e61de5b45e,https://lda.senate.gov/filings/public/filing/f91b0c9f-3424-470e-96ff-76e61de5b45e/print/
CELIA,GLASSMAN,2025,fourth_quarter,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
CELIA,GLASSMAN,2025,second_quarter,3cf55620-b4ec-4bf7-9c23-771dbe9a4681,https://lda.senate.gov/filings/public/filing/3cf55620-b4ec-4bf7-9c23-771dbe9a4681/print/
CELIA,GLASSMAN,2025,third_quarter,33a4922e-6731-42fc-8fc1-58e737fa2a9a,https://lda.senate.gov/filings/public/filing/33a4922e-6731-42fc-8fc1-58e737fa2a9a/print/
CELIA,GLASSMAN,2026,first_quarter,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3,https://lda.senate.gov/filings/public/filing/ad4e8e54-def8-4563-97c5-0ac5a0ca16a3/print/
DANIEL,GREY,2023,fourth_quarter,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
DANIEL,GREY,2023,third_quarter,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
DANIEL,GREY,2024,first_quarter,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
DANIEL,GREY,2024,fourth_quarter,c8ec224e-94fa-4f2f-bd77-1b8e07955e02,https://lda.senate.gov/filings/public/filing/c8ec224e-94fa-4f2f-bd77-1b8e07955e02/print/
DANIEL,GREY,2024,second_quarter,db033c64-6f06-4019-b7db-caaa264c3f50,https://lda.senate.gov/filings/public/filing/db033c64-6f06-4019-b7db-caaa264c3f50/print/
DANIEL,GREY,2024,third_quarter,5b1aab0b-7b01-42f0-99b9-e3a090b1a289,https://lda.senate.gov/filings/public/filing/5b1aab0b-7b01-42f0-99b9-e3a090b1a289/print/
DANIEL,GREY,2025,first_quarter,f91b0c9f-3424-470e-96ff-76e61de5b45e,https://lda.senate.gov/filings/public/filing/f91b0c9f-3424-470e-96ff-76e61de5b45e/print/
DANIEL,GREY,2025,fourth_quarter,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
DANIEL,GREY,2025,second_quarter,3cf55620-b4ec-4bf7-9c23-771dbe9a4681,https://lda.senate.gov/filings/public/filing/3cf55620-b4ec-4bf7-9c23-771dbe9a4681/print/
DANIEL,GREY,2025,third_quarter,33a4922e-6731-42fc-8fc1-58e737fa2a9a,https://lda.senate.gov/filings/public/filing/33a4922e-6731-42fc-8fc1-58e737fa2a9a/print/
DANIEL,GREY,2026,first_quarter,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3,https://lda.senate.gov/filings/public/filing/ad4e8e54-def8-4563-97c5-0ac5a0ca16a3/print/
ZACHARY,MOSES,2022,first_quarter,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
ZACHARY,MOSES,2022,fourth_quarter,6303ae26-7164-4b27-9bde-98f46f66a807,https://lda.senate.gov/filings/public/filing/6303ae26-7164-4b27-9bde-98f46f66a807/print/
ZACHARY,MOSES,2022,second_quarter,2288add7-94eb-405d-a75e-5b2f629c080a,https://lda.senate.gov/filings/public/filing/2288add7-94eb-405d-a75e-5b2f629c080a/print/
ZACHARY,MOSES,2022,third_quarter,ab368ce0-f3f5-4fa6-b723-2de75b38f273,https://lda.senate.gov/filings/public/filing/ab368ce0-f3f5-4fa6-b723-2de75b38f273/print/
ZACHARY,MOSES,2023,first_quarter,2f4915af-1c96-4567-8a5e-2f15f2b04c5a,https://lda.senate.gov/filings/public/filing/2f4915af-1c96-4567-8a5e-2f15f2b04c5a/print/
ZACHARY,MOSES,2023,fourth_quarter,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
ZACHARY,MOSES,2023,second_quarter,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
ZACHARY,MOSES,2023,third_quarter,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
ZACHARY,MOSES,2024,first_quarter,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
ZACHARY,MOSES,2024,fourth_quarter,c8ec224e-94fa-4f2f-bd77-1b8e07955e02,https://lda.senate.gov/filings/public/filing/c8ec224e-94fa-4f2f-bd77-1b8e07955e02/print/
ZACHARY,MOSES,2024,second_quarter,db033c64-6f06-4019-b7db-caaa264c3f50,https://lda.senate.gov/filings/public/filing/db033c64-6f06-4019-b7db-caaa264c3f50/print/
ZACHARY,MOSES,2024,third_quarter,5b1aab0b-7b01-42f0-99b9-e3a090b1a289,https://lda.senate.gov/filings/public/filing/5b1aab0b-7b01-42f0-99b9-e3a090b1a289/print/
ZACHARY,MOSES,2025,first_quarter,f91b0c9f-3424-470e-96ff-76e61de5b45e,https://lda.senate.gov/filings/public/filing/f91b0c9f-3424-470e-96ff-76e61de5b45e/print/
ZACHARY,MOSES,2025,fourth_quarter,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f,https://lda.senate.gov/filings/public/filing/62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f/print/
ZACHARY,MOSES,2025,second_quarter,3cf55620-b4ec-4bf7-9c23-771dbe9a4681,https://lda.senate.gov/filings/public/filing/3cf55620-b4ec-4bf7-9c23-771dbe9a4681/print/
ZACHARY,MOSES,2025,third_quarter,33a4922e-6731-42fc-8fc1-58e737fa2a9a,https://lda.senate.gov/filings/public/filing/33a4922e-6731-42fc-8fc1-58e737fa2a9a/print/
ZACHARY,MOSES,2026,first_quarter,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3,https://lda.senate.gov/filings/public/filing/ad4e8e54-def8-4563-97c5-0ac5a0ca16a3/print/
JOSHUA,NASON,2022,first_quarter,50f2ebbc-a514-4e23-b929-5c4198c7c203,https://lda.senate.gov/filings/public/filing/50f2ebbc-a514-4e23-b929-5c4198c7c203/print/
JOSHUA,NASON,2022,fourth_quarter,6303ae26-7164-4b27-9bde-98f46f66a807,https://lda.senate.gov/filings/public/filing/6303ae26-7164-4b27-9bde-98f46f66a807/print/
JOSHUA,NASON,2022,second_quarter,2288add7-94eb-405d-a75e-5b2f629c080a,https://lda.senate.gov/filings/public/filing/2288add7-94eb-405d-a75e-5b2f629c080a/print/
JOSHUA,NASON,2022,third_quarter,ab368ce0-f3f5-4fa6-b723-2de75b38f273,https://lda.senate.gov/filings/public/filing/ab368ce0-f3f5-4fa6-b723-2de75b38f273/print/
JOSHUA,NASON,2023,first_quarter,2f4915af-1c96-4567-8a5e-2f15f2b04c5a,https://lda.senate.gov/filings/public/filing/2f4915af-1c96-4567-8a5e-2f15f2b04c5a/print/
JOSHUA,NASON,2023,fourth_quarter,6cd74118-447b-49ae-9d7d-373cd7d1f41d,https://lda.senate.gov/filings/public/filing/6cd74118-447b-49ae-9d7d-373cd7d1f41d/print/
JOSHUA,NASON,2023,second_quarter,8a3a3991-070b-472e-9c9d-07659053e2dd,https://lda.senate.gov/filings/public/filing/8a3a3991-070b-472e-9c9d-07659053e2dd/print/
JOSHUA,NASON,2023,third_quarter,97601671-6098-48b0-86a1-dcf1b6599956,https://lda.senate.gov/filings/public/filing/97601671-6098-48b0-86a1-dcf1b6599956/print/
JOSHUA,NASON,2024,first_quarter,57ccdb62-3b64-40ee-8869-7e9278995ffc,https://lda.senate.gov/filings/public/filing/57ccdb62-3b64-40ee-8869-7e9278995ffc/print/
JOSHUA,NASON,2024,fourth_quarter,c8ec224e-94fa-4f2f-bd77-1b8e07955e02,https://lda.senate.gov/filings/public/filing/c8ec224e-94fa-4f2f-bd77-1b8e07955e02/print/
JOSHUA,NASON,2024,second_quarter,db033c64-6f06-4019-b7db-caaa264c3f50,https://lda.senate.gov/filings/public/filing/db033c64-6f06-4019-b7db-caaa264c3f50/print/
